viewing_session_id,transaction_date,show_id,item_name,category,avg_episode_minutes
1501,2025-02-23,S04,Laugh Track,Sitcom,25
1501,2025-02-23,S06,Space Frontier,Sci-Fi,55
1502,2025-04-02,S04,Laugh Track,Sitcom,25
1502,2025-04-02,S05,Office Antics,Sitcom,22
1503,2025-01-08,S13,True Crime Files,Documentary,50
1503,2025-01-08,S07,Galactic Wars,Sci-Fi,60
1503,2025-01-08,S02,The Detective,Crime Drama,50
1504,2025-01-24,S01,Crime City,Crime Drama,45
1504,2025-01-24,S13,True Crime Files,Documentary,50
1505,2025-04-06,S11,Real Life Diaries,Reality TV,40
1505,2025-04-06,S12,Love Island Nairobi,Reality TV,45
1505,2025-04-06,S10,Little Explorers,Kids,18
1506,2025-04-27,S01,Crime City,Crime Drama,45
1506,2025-04-27,S02,The Detective,Crime Drama,50
1506,2025-04-27,S03,Silent Witness Redux,Crime Drama,42
1507,2025-01-16,S01,Crime City,Crime Drama,45
1507,2025-01-16,S08,Time Anomaly,Sci-Fi,48
1508,2025-05-11,S09,Toon Town,Kids,20
1508,2025-05-11,S14,Parenting Unscripted,Reality TV,35
1509,2025-01-30,S09,Toon Town,Kids,20
1510,2025-06-25,S06,Space Frontier,Sci-Fi,55
1510,2025-06-25,S07,Galactic Wars,Sci-Fi,60
1510,2025-06-25,S08,Time Anomaly,Sci-Fi,48
1511,2025-01-30,S06,Space Frontier,Sci-Fi,55
1511,2025-01-30,S09,Toon Town,Kids,20
1512,2025-01-01,S09,Toon Town,Kids,20
1512,2025-01-01,S14,Parenting Unscripted,Reality TV,35
1513,2025-06-28,S01,Crime City,Crime Drama,45
1513,2025-06-28,S13,True Crime Files,Documentary,50
1514,2025-04-27,S04,Laugh Track,Sitcom,25
1514,2025-04-27,S05,Office Antics,Sitcom,22
1515,2025-03-18,S01,Crime City,Crime Drama,45
1515,2025-03-18,S13,True Crime Files,Documentary,50
1516,2025-03-17,S04,Laugh Track,Sitcom,25
1516,2025-03-17,S09,Toon Town,Kids,20
1516,2025-03-17,S08,Time Anomaly,Sci-Fi,48
1516,2025-03-17,S01,Crime City,Crime Drama,45
1517,2025-04-24,S09,Toon Town,Kids,20
1517,2025-04-24,S10,Little Explorers,Kids,18
1518,2025-06-18,S01,Crime City,Crime Drama,45
1519,2025-03-24,S03,Silent Witness Redux,Crime Drama,42
1520,2025-03-21,S04,Laugh Track,Sitcom,25
1520,2025-03-21,S05,Office Antics,Sitcom,22
1521,2025-03-08,S01,Crime City,Crime Drama,45
1521,2025-03-08,S13,True Crime Files,Documentary,50
1522,2025-02-07,S06,Space Frontier,Sci-Fi,55
1522,2025-02-07,S07,Galactic Wars,Sci-Fi,60
1523,2025-02-12,S06,Space Frontier,Sci-Fi,55
1523,2025-02-12,S07,Galactic Wars,Sci-Fi,60
1523,2025-02-12,S13,True Crime Files,Documentary,50
1524,2025-04-08,S09,Toon Town,Kids,20
1524,2025-04-08,S10,Little Explorers,Kids,18
1525,2025-03-17,S04,Laugh Track,Sitcom,25
1525,2025-03-17,S05,Office Antics,Sitcom,22
1526,2025-06-10,S08,Time Anomaly,Sci-Fi,48
1526,2025-06-10,S11,Real Life Diaries,Reality TV,40
1526,2025-06-10,S06,Space Frontier,Sci-Fi,55
1526,2025-06-10,S02,The Detective,Crime Drama,50
1527,2025-06-12,S09,Toon Town,Kids,20
1527,2025-06-12,S14,Parenting Unscripted,Reality TV,35
1528,2025-03-05,S11,Real Life Diaries,Reality TV,40
1529,2025-05-23,S12,Love Island Nairobi,Reality TV,45
1530,2025-01-22,S14,Parenting Unscripted,Reality TV,35
1530,2025-01-22,S02,The Detective,Crime Drama,50
1530,2025-01-22,S12,Love Island Nairobi,Reality TV,45
1531,2025-05-18,S09,Toon Town,Kids,20
1531,2025-05-18,S10,Little Explorers,Kids,18
1532,2025-04-26,S06,Space Frontier,Sci-Fi,55
1532,2025-04-26,S07,Galactic Wars,Sci-Fi,60
1532,2025-04-26,S08,Time Anomaly,Sci-Fi,48
1533,2025-01-22,S09,Toon Town,Kids,20
1533,2025-01-22,S14,Parenting Unscripted,Reality TV,35
1534,2025-01-25,S04,Laugh Track,Sitcom,25
1534,2025-01-25,S05,Office Antics,Sitcom,22
1535,2025-01-10,S11,Real Life Diaries,Reality TV,40
1535,2025-01-10,S12,Love Island Nairobi,Reality TV,45
1536,2025-02-20,S04,Laugh Track,Sitcom,25
1536,2025-02-20,S05,Office Antics,Sitcom,22
1537,2025-02-12,S15,Cooking Masters,Reality TV,38
1537,2025-02-12,S04,Laugh Track,Sitcom,25
1537,2025-02-12,S11,Real Life Diaries,Reality TV,40
1537,2025-02-12,S05,Office Antics,Sitcom,22
1538,2025-02-12,S04,Laugh Track,Sitcom,25
1538,2025-02-12,S05,Office Antics,Sitcom,22
1539,2025-04-16,S11,Real Life Diaries,Reality TV,40
1539,2025-04-16,S06,Space Frontier,Sci-Fi,55
1539,2025-04-16,S05,Office Antics,Sitcom,22
1540,2025-01-03,S06,Space Frontier,Sci-Fi,55
1540,2025-01-03,S07,Galactic Wars,Sci-Fi,60
1541,2025-01-13,S13,True Crime Files,Documentary,50
1541,2025-01-13,S02,The Detective,Crime Drama,50
1542,2025-01-27,S11,Real Life Diaries,Reality TV,40
1542,2025-01-27,S12,Love Island Nairobi,Reality TV,45
1543,2025-02-05,S09,Toon Town,Kids,20
1543,2025-02-05,S10,Little Explorers,Kids,18
1544,2025-06-01,S10,Little Explorers,Kids,18
1544,2025-06-01,S11,Real Life Diaries,Reality TV,40
1544,2025-06-01,S05,Office Antics,Sitcom,22
1544,2025-06-01,S06,Space Frontier,Sci-Fi,55
1545,2025-06-25,S01,Crime City,Crime Drama,45
1545,2025-06-25,S02,The Detective,Crime Drama,50
1545,2025-06-25,S03,Silent Witness Redux,Crime Drama,42
1546,2025-01-11,S04,Laugh Track,Sitcom,25
1546,2025-01-11,S03,Silent Witness Redux,Crime Drama,42
1546,2025-01-11,S12,Love Island Nairobi,Reality TV,45
1547,2025-04-04,S11,Real Life Diaries,Reality TV,40
1547,2025-04-04,S12,Love Island Nairobi,Reality TV,45
1547,2025-04-04,S15,Cooking Masters,Reality TV,38
1548,2025-06-17,S06,Space Frontier,Sci-Fi,55
1548,2025-06-17,S07,Galactic Wars,Sci-Fi,60
1549,2025-04-26,S06,Space Frontier,Sci-Fi,55
1549,2025-04-26,S07,Galactic Wars,Sci-Fi,60
1550,2025-02-09,S04,Laugh Track,Sitcom,25
1550,2025-02-09,S05,Office Antics,Sitcom,22
1551,2025-06-08,S15,Cooking Masters,Reality TV,38
1552,2025-05-08,S04,Laugh Track,Sitcom,25
1552,2025-05-08,S05,Office Antics,Sitcom,22
1553,2025-04-22,S09,Toon Town,Kids,20
1553,2025-04-22,S14,Parenting Unscripted,Reality TV,35
1554,2025-02-07,S09,Toon Town,Kids,20
1554,2025-02-07,S10,Little Explorers,Kids,18
1555,2025-02-17,S01,Crime City,Crime Drama,45
1555,2025-02-17,S02,The Detective,Crime Drama,50
1556,2025-01-16,S09,Toon Town,Kids,20
1556,2025-01-16,S14,Parenting Unscripted,Reality TV,35
1557,2025-04-10,S09,Toon Town,Kids,20
1557,2025-04-10,S14,Parenting Unscripted,Reality TV,35
1558,2025-04-16,S13,True Crime Files,Documentary,50
1558,2025-04-16,S15,Cooking Masters,Reality TV,38
1558,2025-04-16,S06,Space Frontier,Sci-Fi,55
1558,2025-04-16,S10,Little Explorers,Kids,18
1559,2025-02-13,S01,Crime City,Crime Drama,45
1559,2025-02-13,S13,True Crime Files,Documentary,50
1560,2025-01-05,S01,Crime City,Crime Drama,45
1560,2025-01-05,S02,The Detective,Crime Drama,50
1561,2025-06-02,S06,Space Frontier,Sci-Fi,55
1561,2025-06-02,S07,Galactic Wars,Sci-Fi,60
1562,2025-04-05,S11,Real Life Diaries,Reality TV,40
1562,2025-04-05,S12,Love Island Nairobi,Reality TV,45
1562,2025-04-05,S15,Cooking Masters,Reality TV,38
1563,2025-04-17,S01,Crime City,Crime Drama,45
1563,2025-04-17,S02,The Detective,Crime Drama,50
1563,2025-04-17,S03,Silent Witness Redux,Crime Drama,42
1563,2025-04-17,S06,Space Frontier,Sci-Fi,55
1564,2025-05-16,S11,Real Life Diaries,Reality TV,40
1564,2025-05-16,S12,Love Island Nairobi,Reality TV,45
1565,2025-06-08,S11,Real Life Diaries,Reality TV,40
1565,2025-06-08,S12,Love Island Nairobi,Reality TV,45
1565,2025-06-08,S15,Cooking Masters,Reality TV,38
1566,2025-05-20,S04,Laugh Track,Sitcom,25
1566,2025-05-20,S05,Office Antics,Sitcom,22
1567,2025-05-07,S09,Toon Town,Kids,20
1567,2025-05-07,S10,Little Explorers,Kids,18
1568,2025-04-11,S06,Space Frontier,Sci-Fi,55
1569,2025-02-02,S01,Crime City,Crime Drama,45
1569,2025-02-02,S13,True Crime Files,Documentary,50
1570,2025-04-05,S12,Love Island Nairobi,Reality TV,45
1570,2025-04-05,S15,Cooking Masters,Reality TV,38
1571,2025-06-22,S01,Crime City,Crime Drama,45
1571,2025-06-22,S02,The Detective,Crime Drama,50
1571,2025-06-22,S03,Silent Witness Redux,Crime Drama,42
1572,2025-01-19,S01,Crime City,Crime Drama,45
1572,2025-01-19,S02,The Detective,Crime Drama,50
1573,2025-02-12,S09,Toon Town,Kids,20
1573,2025-02-12,S04,Laugh Track,Sitcom,25
1574,2025-01-29,S09,Toon Town,Kids,20
1574,2025-01-29,S14,Parenting Unscripted,Reality TV,35
1575,2025-01-04,S13,True Crime Files,Documentary,50
1575,2025-01-04,S14,Parenting Unscripted,Reality TV,35
1575,2025-01-04,S08,Time Anomaly,Sci-Fi,48
1576,2025-01-12,S07,Galactic Wars,Sci-Fi,60
1576,2025-01-12,S11,Real Life Diaries,Reality TV,40
1576,2025-01-12,S04,Laugh Track,Sitcom,25
1577,2025-04-28,S06,Space Frontier,Sci-Fi,55
1578,2025-02-21,S13,True Crime Files,Documentary,50
1579,2025-06-27,S01,Crime City,Crime Drama,45
1579,2025-06-27,S13,True Crime Files,Documentary,50
1580,2025-01-01,S10,Little Explorers,Kids,18
1580,2025-01-01,S14,Parenting Unscripted,Reality TV,35
1580,2025-01-01,S03,Silent Witness Redux,Crime Drama,42
1581,2025-01-20,S04,Laugh Track,Sitcom,25
1581,2025-01-20,S05,Office Antics,Sitcom,22
1582,2025-05-01,S02,The Detective,Crime Drama,50
1582,2025-05-01,S06,Space Frontier,Sci-Fi,55
1582,2025-05-01,S13,True Crime Files,Documentary,50
1582,2025-05-01,S04,Laugh Track,Sitcom,25
1583,2025-03-30,S11,Real Life Diaries,Reality TV,40
1583,2025-03-30,S12,Love Island Nairobi,Reality TV,45
1583,2025-03-30,S15,Cooking Masters,Reality TV,38
1583,2025-03-30,S14,Parenting Unscripted,Reality TV,35
1584,2025-03-21,S06,Space Frontier,Sci-Fi,55
1584,2025-03-21,S10,Little Explorers,Kids,18
1585,2025-02-05,S11,Real Life Diaries,Reality TV,40
1585,2025-02-05,S12,Love Island Nairobi,Reality TV,45
1585,2025-02-05,S15,Cooking Masters,Reality TV,38
1586,2025-03-19,S01,Crime City,Crime Drama,45
1586,2025-03-19,S13,True Crime Files,Documentary,50
1587,2025-03-30,S13,True Crime Files,Documentary,50
1587,2025-03-30,S05,Office Antics,Sitcom,22
1588,2025-05-12,S04,Laugh Track,Sitcom,25
1588,2025-05-12,S05,Office Antics,Sitcom,22
1589,2025-02-06,S01,Crime City,Crime Drama,45
1589,2025-02-06,S13,True Crime Files,Documentary,50
1590,2025-04-17,S15,Cooking Masters,Reality TV,38
1590,2025-04-17,S01,Crime City,Crime Drama,45
1590,2025-04-17,S04,Laugh Track,Sitcom,25
1591,2025-04-10,S01,Crime City,Crime Drama,45
1592,2025-01-30,S04,Laugh Track,Sitcom,25
1592,2025-01-30,S05,Office Antics,Sitcom,22
1593,2025-03-12,S05,Office Antics,Sitcom,22
1594,2025-06-14,S09,Toon Town,Kids,20
1594,2025-06-14,S10,Little Explorers,Kids,18
1595,2025-02-11,S01,Crime City,Crime Drama,45
1595,2025-02-11,S13,True Crime Files,Documentary,50
1596,2025-01-12,S04,Laugh Track,Sitcom,25
1596,2025-01-12,S05,Office Antics,Sitcom,22
1597,2025-01-11,S01,Crime City,Crime Drama,45
1597,2025-01-11,S02,The Detective,Crime Drama,50
1597,2025-01-11,S03,Silent Witness Redux,Crime Drama,42
1598,2025-06-22,S11,Real Life Diaries,Reality TV,40
1598,2025-06-22,S12,Love Island Nairobi,Reality TV,45
1599,2025-04-04,S04,Laugh Track,Sitcom,25
1599,2025-04-04,S05,Office Antics,Sitcom,22
1600,2025-01-03,S09,Toon Town,Kids,20
1600,2025-01-03,S14,Parenting Unscripted,Reality TV,35
1601,2025-02-19,S02,The Detective,Crime Drama,50
1601,2025-02-19,S10,Little Explorers,Kids,18
1601,2025-02-19,S14,Parenting Unscripted,Reality TV,35
1601,2025-02-19,S11,Real Life Diaries,Reality TV,40
1602,2025-01-20,S15,Cooking Masters,Reality TV,38
1602,2025-01-20,S10,Little Explorers,Kids,18
1603,2025-05-08,S01,Crime City,Crime Drama,45
1603,2025-05-08,S02,The Detective,Crime Drama,50
1603,2025-05-08,S03,Silent Witness Redux,Crime Drama,42
1603,2025-05-08,S12,Love Island Nairobi,Reality TV,45
1604,2025-02-19,S09,Toon Town,Kids,20
1605,2025-05-15,S15,Cooking Masters,Reality TV,38
1606,2025-03-04,S06,Space Frontier,Sci-Fi,55
1606,2025-03-04,S07,Galactic Wars,Sci-Fi,60
1607,2025-02-26,S06,Space Frontier,Sci-Fi,55
1607,2025-02-26,S07,Galactic Wars,Sci-Fi,60
1608,2025-01-03,S01,Crime City,Crime Drama,45
1608,2025-01-03,S02,The Detective,Crime Drama,50
1609,2025-03-29,S11,Real Life Diaries,Reality TV,40
1609,2025-03-29,S12,Love Island Nairobi,Reality TV,45
1609,2025-03-29,S15,Cooking Masters,Reality TV,38
1610,2025-03-13,S09,Toon Town,Kids,20
1610,2025-03-13,S14,Parenting Unscripted,Reality TV,35
1611,2025-03-12,S04,Laugh Track,Sitcom,25
1611,2025-03-12,S05,Office Antics,Sitcom,22
1612,2025-04-13,S01,Crime City,Crime Drama,45
1612,2025-04-13,S02,The Detective,Crime Drama,50
1612,2025-04-13,S11,Real Life Diaries,Reality TV,40
1613,2025-01-14,S04,Laugh Track,Sitcom,25
1613,2025-01-14,S05,Office Antics,Sitcom,22
1614,2025-06-22,S01,Crime City,Crime Drama,45
1614,2025-06-22,S13,True Crime Files,Documentary,50
1615,2025-04-08,S09,Toon Town,Kids,20
1615,2025-04-08,S14,Parenting Unscripted,Reality TV,35
1616,2025-01-24,S09,Toon Town,Kids,20
1617,2025-02-13,S11,Real Life Diaries,Reality TV,40
1617,2025-02-13,S12,Love Island Nairobi,Reality TV,45
1618,2025-03-08,S03,Silent Witness Redux,Crime Drama,42
1618,2025-03-08,S12,Love Island Nairobi,Reality TV,45
1619,2025-06-21,S09,Toon Town,Kids,20
1619,2025-06-21,S14,Parenting Unscripted,Reality TV,35
1620,2025-03-14,S09,Toon Town,Kids,20
1620,2025-03-14,S10,Little Explorers,Kids,18
1621,2025-01-14,S10,Little Explorers,Kids,18
1621,2025-01-14,S14,Parenting Unscripted,Reality TV,35
1621,2025-01-14,S04,Laugh Track,Sitcom,25
1621,2025-01-14,S05,Office Antics,Sitcom,22
1622,2025-03-14,S06,Space Frontier,Sci-Fi,55
1622,2025-03-14,S07,Galactic Wars,Sci-Fi,60
1623,2025-02-02,S09,Toon Town,Kids,20
1623,2025-02-02,S10,Little Explorers,Kids,18
1624,2025-06-10,S01,Crime City,Crime Drama,45
1625,2025-06-21,S04,Laugh Track,Sitcom,25
1625,2025-06-21,S05,Office Antics,Sitcom,22
1626,2025-06-27,S09,Toon Town,Kids,20
1626,2025-06-27,S10,Little Explorers,Kids,18
1627,2025-04-29,S06,Space Frontier,Sci-Fi,55
1628,2025-06-30,S02,The Detective,Crime Drama,50
1628,2025-06-30,S10,Little Explorers,Kids,18
1628,2025-06-30,S01,Crime City,Crime Drama,45
1628,2025-06-30,S05,Office Antics,Sitcom,22
1629,2025-03-31,S05,Office Antics,Sitcom,22
1629,2025-03-31,S11,Real Life Diaries,Reality TV,40
1629,2025-03-31,S07,Galactic Wars,Sci-Fi,60
1630,2025-04-03,S03,Silent Witness Redux,Crime Drama,42
1630,2025-04-03,S09,Toon Town,Kids,20
1630,2025-04-03,S12,Love Island Nairobi,Reality TV,45
1631,2025-04-13,S14,Parenting Unscripted,Reality TV,35
1631,2025-04-13,S08,Time Anomaly,Sci-Fi,48
1632,2025-05-09,S09,Toon Town,Kids,20
1632,2025-05-09,S10,Little Explorers,Kids,18
1633,2025-05-14,S04,Laugh Track,Sitcom,25
1633,2025-05-14,S05,Office Antics,Sitcom,22
1634,2025-04-03,S05,Office Antics,Sitcom,22
1635,2025-04-06,S03,Silent Witness Redux,Crime Drama,42
1636,2025-02-21,S04,Laugh Track,Sitcom,25
1636,2025-02-21,S05,Office Antics,Sitcom,22
1637,2025-02-12,S11,Real Life Diaries,Reality TV,40
1637,2025-02-12,S12,Love Island Nairobi,Reality TV,45
1638,2025-03-25,S01,Crime City,Crime Drama,45
1638,2025-03-25,S06,Space Frontier,Sci-Fi,55
1638,2025-03-25,S04,Laugh Track,Sitcom,25
1639,2025-06-30,S07,Galactic Wars,Sci-Fi,60
1639,2025-06-30,S14,Parenting Unscripted,Reality TV,35
1639,2025-06-30,S06,Space Frontier,Sci-Fi,55
1639,2025-06-30,S01,Crime City,Crime Drama,45
1640,2025-01-19,S09,Toon Town,Kids,20
1640,2025-01-19,S14,Parenting Unscripted,Reality TV,35
1641,2025-04-17,S09,Toon Town,Kids,20
1641,2025-04-17,S10,Little Explorers,Kids,18
1642,2025-06-29,S09,Toon Town,Kids,20
1642,2025-06-29,S04,Laugh Track,Sitcom,25
1642,2025-06-29,S06,Space Frontier,Sci-Fi,55
1642,2025-06-29,S08,Time Anomaly,Sci-Fi,48
1643,2025-04-27,S15,Cooking Masters,Reality TV,38
1643,2025-04-27,S04,Laugh Track,Sitcom,25
1643,2025-04-27,S05,Office Antics,Sitcom,22
1643,2025-04-27,S14,Parenting Unscripted,Reality TV,35
1644,2025-02-21,S06,Space Frontier,Sci-Fi,55
1644,2025-02-21,S07,Galactic Wars,Sci-Fi,60
1645,2025-03-07,S11,Real Life Diaries,Reality TV,40
1645,2025-03-07,S12,Love Island Nairobi,Reality TV,45
1646,2025-04-11,S10,Little Explorers,Kids,18
1647,2025-04-25,S12,Love Island Nairobi,Reality TV,45
1648,2025-01-17,S11,Real Life Diaries,Reality TV,40
1648,2025-01-17,S12,Love Island Nairobi,Reality TV,45
1649,2025-05-27,S13,True Crime Files,Documentary,50
1649,2025-05-27,S02,The Detective,Crime Drama,50
1649,2025-05-27,S09,Toon Town,Kids,20
1650,2025-04-03,S09,Toon Town,Kids,20
1650,2025-04-03,S14,Parenting Unscripted,Reality TV,35
1651,2025-05-18,S10,Little Explorers,Kids,18
1651,2025-05-18,S14,Parenting Unscripted,Reality TV,35
1652,2025-02-28,S06,Space Frontier,Sci-Fi,55
1652,2025-02-28,S07,Galactic Wars,Sci-Fi,60
1653,2025-01-03,S01,Crime City,Crime Drama,45
1653,2025-01-03,S13,True Crime Files,Documentary,50
1654,2025-02-26,S09,Toon Town,Kids,20
1654,2025-02-26,S10,Little Explorers,Kids,18
1655,2025-03-02,S08,Time Anomaly,Sci-Fi,48
1655,2025-03-02,S05,Office Antics,Sitcom,22
1656,2025-02-27,S11,Real Life Diaries,Reality TV,40
1657,2025-03-11,S11,Real Life Diaries,Reality TV,40
1657,2025-03-11,S12,Love Island Nairobi,Reality TV,45
1658,2025-01-22,S13,True Crime Files,Documentary,50
1659,2025-06-05,S04,Laugh Track,Sitcom,25
1659,2025-06-05,S14,Parenting Unscripted,Reality TV,35
1659,2025-06-05,S11,Real Life Diaries,Reality TV,40
1660,2025-01-15,S11,Real Life Diaries,Reality TV,40
1660,2025-01-15,S12,Love Island Nairobi,Reality TV,45
1661,2025-05-28,S04,Laugh Track,Sitcom,25
1662,2025-05-19,S09,Toon Town,Kids,20
1663,2025-01-15,S06,Space Frontier,Sci-Fi,55
1663,2025-01-15,S15,Cooking Masters,Reality TV,38
1663,2025-01-15,S08,Time Anomaly,Sci-Fi,48
1664,2025-01-17,S09,Toon Town,Kids,20
1664,2025-01-17,S10,Little Explorers,Kids,18
1665,2025-06-02,S06,Space Frontier,Sci-Fi,55
1665,2025-06-02,S04,Laugh Track,Sitcom,25
1665,2025-06-02,S05,Office Antics,Sitcom,22
1666,2025-03-21,S04,Laugh Track,Sitcom,25
1667,2025-06-07,S05,Office Antics,Sitcom,22
1667,2025-06-07,S14,Parenting Unscripted,Reality TV,35
1668,2025-02-23,S11,Real Life Diaries,Reality TV,40
1668,2025-02-23,S12,Love Island Nairobi,Reality TV,45
1669,2025-04-11,S04,Laugh Track,Sitcom,25
1669,2025-04-11,S05,Office Antics,Sitcom,22
1670,2025-06-02,S09,Toon Town,Kids,20
1670,2025-06-02,S10,Little Explorers,Kids,18
1671,2025-06-05,S01,Crime City,Crime Drama,45
1671,2025-06-05,S13,True Crime Files,Documentary,50
1671,2025-06-05,S12,Love Island Nairobi,Reality TV,45
1672,2025-03-17,S01,Crime City,Crime Drama,45
1673,2025-04-06,S09,Toon Town,Kids,20
1673,2025-04-06,S03,Silent Witness Redux,Crime Drama,42
1673,2025-04-06,S10,Little Explorers,Kids,18
1674,2025-04-23,S08,Time Anomaly,Sci-Fi,48
1674,2025-04-23,S04,Laugh Track,Sitcom,25
1675,2025-05-14,S09,Toon Town,Kids,20
1675,2025-05-14,S14,Parenting Unscripted,Reality TV,35
1676,2025-06-18,S11,Real Life Diaries,Reality TV,40
1676,2025-06-18,S02,The Detective,Crime Drama,50
1677,2025-03-08,S01,Crime City,Crime Drama,45
1677,2025-03-08,S02,The Detective,Crime Drama,50
1678,2025-03-28,S01,Crime City,Crime Drama,45
1678,2025-03-28,S02,The Detective,Crime Drama,50
1679,2025-02-27,S09,Toon Town,Kids,20
1679,2025-02-27,S10,Little Explorers,Kids,18
1680,2025-02-08,S14,Parenting Unscripted,Reality TV,35
1681,2025-01-13,S01,Crime City,Crime Drama,45
1681,2025-01-13,S13,True Crime Files,Documentary,50
1682,2025-03-17,S06,Space Frontier,Sci-Fi,55
1682,2025-03-17,S07,Galactic Wars,Sci-Fi,60
1683,2025-03-25,S01,Crime City,Crime Drama,45
1683,2025-03-25,S13,True Crime Files,Documentary,50
1684,2025-05-02,S11,Real Life Diaries,Reality TV,40
1684,2025-05-02,S02,The Detective,Crime Drama,50
1685,2025-01-23,S04,Laugh Track,Sitcom,25
1685,2025-01-23,S05,Office Antics,Sitcom,22
1686,2025-02-16,S08,Time Anomaly,Sci-Fi,48
1687,2025-03-11,S08,Time Anomaly,Sci-Fi,48
1687,2025-03-11,S12,Love Island Nairobi,Reality TV,45
1687,2025-03-11,S06,Space Frontier,Sci-Fi,55
1688,2025-06-27,S02,The Detective,Crime Drama,50
1688,2025-06-27,S15,Cooking Masters,Reality TV,38
1688,2025-06-27,S14,Parenting Unscripted,Reality TV,35
1689,2025-05-04,S09,Toon Town,Kids,20
1689,2025-05-04,S10,Little Explorers,Kids,18
1690,2025-03-31,S10,Little Explorers,Kids,18
1690,2025-03-31,S03,Silent Witness Redux,Crime Drama,42
1691,2025-03-23,S01,Crime City,Crime Drama,45
1691,2025-03-23,S02,The Detective,Crime Drama,50
1692,2025-02-02,S01,Crime City,Crime Drama,45
1692,2025-02-02,S13,True Crime Files,Documentary,50
1693,2025-05-07,S04,Laugh Track,Sitcom,25
1693,2025-05-07,S05,Office Antics,Sitcom,22
1694,2025-05-31,S11,Real Life Diaries,Reality TV,40
1694,2025-05-31,S12,Love Island Nairobi,Reality TV,45
1694,2025-05-31,S15,Cooking Masters,Reality TV,38
1695,2025-04-17,S06,Space Frontier,Sci-Fi,55
1695,2025-04-17,S09,Toon Town,Kids,20
1695,2025-04-17,S10,Little Explorers,Kids,18
1695,2025-04-17,S01,Crime City,Crime Drama,45
1696,2025-01-08,S08,Time Anomaly,Sci-Fi,48
1696,2025-01-08,S03,Silent Witness Redux,Crime Drama,42
1696,2025-01-08,S02,The Detective,Crime Drama,50
1696,2025-01-08,S04,Laugh Track,Sitcom,25
1697,2025-01-24,S04,Laugh Track,Sitcom,25
1697,2025-01-24,S05,Office Antics,Sitcom,22
1698,2025-05-31,S09,Toon Town,Kids,20
1698,2025-05-31,S14,Parenting Unscripted,Reality TV,35
1699,2025-01-04,S06,Space Frontier,Sci-Fi,55
1699,2025-01-04,S07,Galactic Wars,Sci-Fi,60
1700,2025-05-03,S05,Office Antics,Sitcom,22
1701,2025-02-22,S04,Laugh Track,Sitcom,25
1701,2025-02-22,S05,Office Antics,Sitcom,22
1701,2025-02-22,S01,Crime City,Crime Drama,45
1702,2025-01-06,S03,Silent Witness Redux,Crime Drama,42
1702,2025-01-06,S11,Real Life Diaries,Reality TV,40
1703,2025-01-26,S09,Toon Town,Kids,20
1703,2025-01-26,S10,Little Explorers,Kids,18
1704,2025-03-09,S11,Real Life Diaries,Reality TV,40
1704,2025-03-09,S12,Love Island Nairobi,Reality TV,45
1705,2025-01-06,S15,Cooking Masters,Reality TV,38
1705,2025-01-06,S04,Laugh Track,Sitcom,25
1705,2025-01-06,S01,Crime City,Crime Drama,45
1705,2025-01-06,S11,Real Life Diaries,Reality TV,40
1706,2025-06-20,S11,Real Life Diaries,Reality TV,40
1706,2025-06-20,S12,Love Island Nairobi,Reality TV,45
1706,2025-06-20,S15,Cooking Masters,Reality TV,38
1707,2025-06-21,S09,Toon Town,Kids,20
1707,2025-06-21,S10,Little Explorers,Kids,18
1708,2025-04-02,S09,Toon Town,Kids,20
1708,2025-04-02,S14,Parenting Unscripted,Reality TV,35
1709,2025-04-19,S02,The Detective,Crime Drama,50
1709,2025-04-19,S12,Love Island Nairobi,Reality TV,45
1709,2025-04-19,S11,Real Life Diaries,Reality TV,40
1709,2025-04-19,S01,Crime City,Crime Drama,45
1710,2025-06-30,S01,Crime City,Crime Drama,45
1710,2025-06-30,S02,The Detective,Crime Drama,50
1711,2025-06-09,S10,Little Explorers,Kids,18
1711,2025-06-09,S12,Love Island Nairobi,Reality TV,45
1711,2025-06-09,S15,Cooking Masters,Reality TV,38
1711,2025-06-09,S04,Laugh Track,Sitcom,25
1712,2025-01-22,S01,Crime City,Crime Drama,45
1712,2025-01-22,S13,True Crime Files,Documentary,50
1713,2025-02-22,S07,Galactic Wars,Sci-Fi,60
1713,2025-02-22,S01,Crime City,Crime Drama,45
1713,2025-02-22,S12,Love Island Nairobi,Reality TV,45
1713,2025-02-22,S14,Parenting Unscripted,Reality TV,35
1714,2025-05-08,S09,Toon Town,Kids,20
1714,2025-05-08,S14,Parenting Unscripted,Reality TV,35
1715,2025-01-04,S01,Crime City,Crime Drama,45
1715,2025-01-04,S06,Space Frontier,Sci-Fi,55
1715,2025-01-04,S14,Parenting Unscripted,Reality TV,35
1715,2025-01-04,S11,Real Life Diaries,Reality TV,40
1716,2025-04-07,S09,Toon Town,Kids,20
1716,2025-04-07,S14,Parenting Unscripted,Reality TV,35
1716,2025-04-07,S08,Time Anomaly,Sci-Fi,48
1717,2025-01-02,S12,Love Island Nairobi,Reality TV,45
1717,2025-01-02,S13,True Crime Files,Documentary,50
1717,2025-01-02,S15,Cooking Masters,Reality TV,38
1717,2025-01-02,S11,Real Life Diaries,Reality TV,40
1718,2025-06-05,S15,Cooking Masters,Reality TV,38
1719,2025-05-24,S09,Toon Town,Kids,20
1719,2025-05-24,S10,Little Explorers,Kids,18
1720,2025-03-03,S04,Laugh Track,Sitcom,25
