listening_session_id,transaction_date,track_id,item_name,category,duration_minutes
1739,2025-06-20,M02,Pump It Up,Fitness/EDM,3
1740,2025-01-29,M07,Deep Sleep,Ambient/Sleep,12
1740,2025-01-29,M11,Heartbreak Ballad,R&B,4
1741,2025-04-11,M14,Street Beats,Hip-Hop,3
1741,2025-04-11,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1741,2025-04-11,M12,Love Story,R&B,4
1741,2025-04-11,M11,Heartbreak Ballad,R&B,4
1742,2025-03-14,M11,Heartbreak Ballad,R&B,4
1742,2025-03-14,M09,Sunday Worship 2,Gospel,5
1742,2025-03-14,M14,Street Beats,Hip-Hop,3
1743,2025-04-10,M08,Sunday Worship 1,Gospel,5
1743,2025-04-10,M09,Sunday Worship 2,Gospel,5
1744,2025-04-30,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1744,2025-04-30,M16,Gengetone Hit,Amapiano/Afrobeat,4
1745,2025-02-17,M04,Study Focus 1,Instrumental,6
1745,2025-02-17,M05,Study Focus 2,Instrumental,5
1746,2025-02-11,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1746,2025-02-11,M16,Gengetone Hit,Amapiano/Afrobeat,4
1747,2025-02-03,M10,Praise Medley,Gospel,7
1747,2025-02-03,M03,Cardio Beats,Fitness/EDM,4
1747,2025-02-03,M11,Heartbreak Ballad,R&B,4
1747,2025-02-03,M09,Sunday Worship 2,Gospel,5
1748,2025-05-15,M08,Sunday Worship 1,Gospel,5
1748,2025-05-15,M09,Sunday Worship 2,Gospel,5
1748,2025-05-15,M10,Praise Medley,Gospel,7
1749,2025-03-30,M06,Rain Sounds,Ambient/Sleep,10
1749,2025-03-30,M07,Deep Sleep,Ambient/Sleep,12
1750,2025-04-08,M08,Sunday Worship 1,Gospel,5
1750,2025-04-08,M09,Sunday Worship 2,Gospel,5
1751,2025-01-21,M01,Workout Anthem,Fitness/EDM,3
1751,2025-01-21,M02,Pump It Up,Fitness/EDM,3
1751,2025-01-21,M03,Cardio Beats,Fitness/EDM,4
1752,2025-06-02,M05,Study Focus 2,Instrumental,5
1752,2025-06-02,M03,Cardio Beats,Fitness/EDM,4
1752,2025-06-02,M12,Love Story,R&B,4
1752,2025-06-02,M06,Rain Sounds,Ambient/Sleep,10
1753,2025-05-06,M10,Praise Medley,Gospel,7
1753,2025-05-06,M04,Study Focus 1,Instrumental,6
1753,2025-05-06,M12,Love Story,R&B,4
1753,2025-05-06,M09,Sunday Worship 2,Gospel,5
1754,2025-05-07,M04,Study Focus 1,Instrumental,6
1754,2025-05-07,M05,Study Focus 2,Instrumental,5
1755,2025-02-02,M08,Sunday Worship 1,Gospel,5
1755,2025-02-02,M09,Sunday Worship 2,Gospel,5
1756,2025-06-01,M13,Hip Hop Anthem,Hip-Hop,3
1756,2025-06-01,M14,Street Beats,Hip-Hop,3
1756,2025-06-01,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1757,2025-05-21,M02,Pump It Up,Fitness/EDM,3
1758,2025-04-14,M14,Street Beats,Hip-Hop,3
1758,2025-04-14,M12,Love Story,R&B,4
1758,2025-04-14,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1758,2025-04-14,M02,Pump It Up,Fitness/EDM,3
1759,2025-06-02,M03,Cardio Beats,Fitness/EDM,4
1759,2025-06-02,M05,Study Focus 2,Instrumental,5
1760,2025-05-13,M09,Sunday Worship 2,Gospel,5
1760,2025-05-13,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1761,2025-06-13,M06,Rain Sounds,Ambient/Sleep,10
1761,2025-06-13,M12,Love Story,R&B,4
1761,2025-06-13,M07,Deep Sleep,Ambient/Sleep,12
1761,2025-06-13,M10,Praise Medley,Gospel,7
1762,2025-03-26,M08,Sunday Worship 1,Gospel,5
1762,2025-03-26,M09,Sunday Worship 2,Gospel,5
1763,2025-01-26,M05,Study Focus 2,Instrumental,5
1763,2025-01-26,M06,Rain Sounds,Ambient/Sleep,10
1764,2025-01-30,M07,Deep Sleep,Ambient/Sleep,12
1765,2025-03-01,M01,Workout Anthem,Fitness/EDM,3
1765,2025-03-01,M02,Pump It Up,Fitness/EDM,3
1765,2025-03-01,M03,Cardio Beats,Fitness/EDM,4
1766,2025-03-07,M13,Hip Hop Anthem,Hip-Hop,3
1766,2025-03-07,M14,Street Beats,Hip-Hop,3
1766,2025-03-07,M07,Deep Sleep,Ambient/Sleep,12
1767,2025-04-14,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1767,2025-04-14,M16,Gengetone Hit,Amapiano/Afrobeat,4
1768,2025-01-03,M08,Sunday Worship 1,Gospel,5
1768,2025-01-03,M09,Sunday Worship 2,Gospel,5
1768,2025-01-03,M10,Praise Medley,Gospel,7
1769,2025-04-10,M14,Street Beats,Hip-Hop,3
1769,2025-04-10,M01,Workout Anthem,Fitness/EDM,3
1770,2025-02-04,M13,Hip Hop Anthem,Hip-Hop,3
1770,2025-02-04,M14,Street Beats,Hip-Hop,3
1771,2025-04-09,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1772,2025-04-26,M04,Study Focus 1,Instrumental,6
1772,2025-04-26,M14,Street Beats,Hip-Hop,3
1773,2025-01-09,M06,Rain Sounds,Ambient/Sleep,10
1773,2025-01-09,M07,Deep Sleep,Ambient/Sleep,12
1774,2025-02-20,M11,Heartbreak Ballad,R&B,4
1774,2025-02-20,M12,Love Story,R&B,4
1775,2025-06-20,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1775,2025-06-20,M16,Gengetone Hit,Amapiano/Afrobeat,4
1776,2025-05-12,M06,Rain Sounds,Ambient/Sleep,10
1776,2025-05-12,M07,Deep Sleep,Ambient/Sleep,12
1777,2025-03-12,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1777,2025-03-12,M16,Gengetone Hit,Amapiano/Afrobeat,4
1778,2025-05-30,M06,Rain Sounds,Ambient/Sleep,10
1778,2025-05-30,M07,Deep Sleep,Ambient/Sleep,12
1779,2025-03-29,M08,Sunday Worship 1,Gospel,5
1779,2025-03-29,M09,Sunday Worship 2,Gospel,5
1780,2025-05-16,M11,Heartbreak Ballad,R&B,4
1780,2025-05-16,M12,Love Story,R&B,4
1781,2025-05-19,M11,Heartbreak Ballad,R&B,4
1781,2025-05-19,M08,Sunday Worship 1,Gospel,5
1781,2025-05-19,M09,Sunday Worship 2,Gospel,5
1781,2025-05-19,M02,Pump It Up,Fitness/EDM,3
1782,2025-02-12,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1782,2025-02-12,M16,Gengetone Hit,Amapiano/Afrobeat,4
1783,2025-06-22,M11,Heartbreak Ballad,R&B,4
1783,2025-06-22,M12,Love Story,R&B,4
1783,2025-06-22,M01,Workout Anthem,Fitness/EDM,3
1784,2025-04-15,M10,Praise Medley,Gospel,7
1784,2025-04-15,M07,Deep Sleep,Ambient/Sleep,12
1784,2025-04-15,M06,Rain Sounds,Ambient/Sleep,10
1784,2025-04-15,M16,Gengetone Hit,Amapiano/Afrobeat,4
1785,2025-03-19,M04,Study Focus 1,Instrumental,6
1785,2025-03-19,M05,Study Focus 2,Instrumental,5
1786,2025-06-27,M13,Hip Hop Anthem,Hip-Hop,3
1786,2025-06-27,M14,Street Beats,Hip-Hop,3
1787,2025-01-28,M06,Rain Sounds,Ambient/Sleep,10
1787,2025-01-28,M08,Sunday Worship 1,Gospel,5
1787,2025-01-28,M13,Hip Hop Anthem,Hip-Hop,3
1787,2025-01-28,M04,Study Focus 1,Instrumental,6
1788,2025-05-12,M13,Hip Hop Anthem,Hip-Hop,3
1788,2025-05-12,M14,Street Beats,Hip-Hop,3
1788,2025-05-12,M10,Praise Medley,Gospel,7
1789,2025-06-15,M14,Street Beats,Hip-Hop,3
1789,2025-06-15,M02,Pump It Up,Fitness/EDM,3
1790,2025-02-18,M14,Street Beats,Hip-Hop,3
1790,2025-02-18,M09,Sunday Worship 2,Gospel,5
1791,2025-03-31,M08,Sunday Worship 1,Gospel,5
1791,2025-03-31,M09,Sunday Worship 2,Gospel,5
1792,2025-05-11,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1792,2025-05-11,M16,Gengetone Hit,Amapiano/Afrobeat,4
1792,2025-05-11,M05,Study Focus 2,Instrumental,5
1793,2025-03-16,M12,Love Story,R&B,4
1793,2025-03-16,M07,Deep Sleep,Ambient/Sleep,12
1794,2025-04-10,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1794,2025-04-10,M16,Gengetone Hit,Amapiano/Afrobeat,4
1795,2025-06-08,M04,Study Focus 1,Instrumental,6
1795,2025-06-08,M05,Study Focus 2,Instrumental,5
1795,2025-06-08,M06,Rain Sounds,Ambient/Sleep,10
1796,2025-05-29,M10,Praise Medley,Gospel,7
1797,2025-02-04,M06,Rain Sounds,Ambient/Sleep,10
1797,2025-02-04,M07,Deep Sleep,Ambient/Sleep,12
1798,2025-06-23,M04,Study Focus 1,Instrumental,6
1798,2025-06-23,M05,Study Focus 2,Instrumental,5
1799,2025-03-21,M01,Workout Anthem,Fitness/EDM,3
1799,2025-03-21,M02,Pump It Up,Fitness/EDM,3
1800,2025-03-11,M16,Gengetone Hit,Amapiano/Afrobeat,4
1801,2025-01-01,M04,Study Focus 1,Instrumental,6
1801,2025-01-01,M05,Study Focus 2,Instrumental,5
1801,2025-01-01,M06,Rain Sounds,Ambient/Sleep,10
1802,2025-06-14,M12,Love Story,R&B,4
1802,2025-06-14,M14,Street Beats,Hip-Hop,3
1802,2025-06-14,M13,Hip Hop Anthem,Hip-Hop,3
1802,2025-06-14,M01,Workout Anthem,Fitness/EDM,3
1803,2025-05-20,M06,Rain Sounds,Ambient/Sleep,10
1803,2025-05-20,M07,Deep Sleep,Ambient/Sleep,12
1803,2025-05-20,M16,Gengetone Hit,Amapiano/Afrobeat,4
1804,2025-03-27,M13,Hip Hop Anthem,Hip-Hop,3
1804,2025-03-27,M14,Street Beats,Hip-Hop,3
1804,2025-03-27,M07,Deep Sleep,Ambient/Sleep,12
1805,2025-03-28,M05,Study Focus 2,Instrumental,5
1805,2025-03-28,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1805,2025-03-28,M08,Sunday Worship 1,Gospel,5
1806,2025-01-13,M11,Heartbreak Ballad,R&B,4
1806,2025-01-13,M12,Love Story,R&B,4
1807,2025-05-06,M14,Street Beats,Hip-Hop,3
1807,2025-05-06,M03,Cardio Beats,Fitness/EDM,4
1807,2025-05-06,M11,Heartbreak Ballad,R&B,4
1807,2025-05-06,M09,Sunday Worship 2,Gospel,5
1808,2025-02-26,M01,Workout Anthem,Fitness/EDM,3
1809,2025-03-30,M11,Heartbreak Ballad,R&B,4
1809,2025-03-30,M12,Love Story,R&B,4
1810,2025-03-12,M10,Praise Medley,Gospel,7
1810,2025-03-12,M07,Deep Sleep,Ambient/Sleep,12
1811,2025-01-12,M05,Study Focus 2,Instrumental,5
1811,2025-01-12,M14,Street Beats,Hip-Hop,3
1811,2025-01-12,M08,Sunday Worship 1,Gospel,5
1811,2025-01-12,M12,Love Story,R&B,4
1812,2025-04-28,M01,Workout Anthem,Fitness/EDM,3
1813,2025-01-17,M11,Heartbreak Ballad,R&B,4
1813,2025-01-17,M12,Love Story,R&B,4
1814,2025-02-14,M08,Sunday Worship 1,Gospel,5
1814,2025-02-14,M09,Sunday Worship 2,Gospel,5
1815,2025-06-26,M04,Study Focus 1,Instrumental,6
1815,2025-06-26,M05,Study Focus 2,Instrumental,5
1816,2025-01-16,M05,Study Focus 2,Instrumental,5
1816,2025-01-16,M13,Hip Hop Anthem,Hip-Hop,3
1816,2025-01-16,M01,Workout Anthem,Fitness/EDM,3
1817,2025-03-12,M12,Love Story,R&B,4
1817,2025-03-12,M16,Gengetone Hit,Amapiano/Afrobeat,4
1818,2025-03-20,M16,Gengetone Hit,Amapiano/Afrobeat,4
1818,2025-03-20,M12,Love Story,R&B,4
1818,2025-03-20,M09,Sunday Worship 2,Gospel,5
1819,2025-05-20,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1819,2025-05-20,M16,Gengetone Hit,Amapiano/Afrobeat,4
1820,2025-04-13,M11,Heartbreak Ballad,R&B,4
1820,2025-04-13,M12,Love Story,R&B,4
1821,2025-06-04,M01,Workout Anthem,Fitness/EDM,3
1821,2025-06-04,M02,Pump It Up,Fitness/EDM,3
1822,2025-04-07,M01,Workout Anthem,Fitness/EDM,3
1822,2025-04-07,M14,Street Beats,Hip-Hop,3
1822,2025-04-07,M09,Sunday Worship 2,Gospel,5
1822,2025-04-07,M12,Love Story,R&B,4
1823,2025-04-08,M04,Study Focus 1,Instrumental,6
1823,2025-04-08,M05,Study Focus 2,Instrumental,5
1823,2025-04-08,M06,Rain Sounds,Ambient/Sleep,10
1824,2025-04-09,M10,Praise Medley,Gospel,7
1824,2025-04-09,M16,Gengetone Hit,Amapiano/Afrobeat,4
1824,2025-04-09,M07,Deep Sleep,Ambient/Sleep,12
1824,2025-04-09,M13,Hip Hop Anthem,Hip-Hop,3
1825,2025-03-04,M08,Sunday Worship 1,Gospel,5
1825,2025-03-04,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1825,2025-03-04,M04,Study Focus 1,Instrumental,6
1826,2025-06-24,M06,Rain Sounds,Ambient/Sleep,10
1826,2025-06-24,M07,Deep Sleep,Ambient/Sleep,12
1827,2025-01-09,M11,Heartbreak Ballad,R&B,4
1827,2025-01-09,M12,Love Story,R&B,4
1828,2025-04-13,M01,Workout Anthem,Fitness/EDM,3
1828,2025-04-13,M16,Gengetone Hit,Amapiano/Afrobeat,4
1828,2025-04-13,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1828,2025-04-13,M02,Pump It Up,Fitness/EDM,3
1829,2025-02-16,M12,Love Story,R&B,4
1829,2025-02-16,M13,Hip Hop Anthem,Hip-Hop,3
1829,2025-02-16,M16,Gengetone Hit,Amapiano/Afrobeat,4
1829,2025-02-16,M09,Sunday Worship 2,Gospel,5
1830,2025-05-25,M14,Street Beats,Hip-Hop,3
1831,2025-04-21,M03,Cardio Beats,Fitness/EDM,4
1831,2025-04-21,M06,Rain Sounds,Ambient/Sleep,10
1832,2025-05-22,M02,Pump It Up,Fitness/EDM,3
1832,2025-05-22,M12,Love Story,R&B,4
1832,2025-05-22,M16,Gengetone Hit,Amapiano/Afrobeat,4
1833,2025-05-11,M08,Sunday Worship 1,Gospel,5
1833,2025-05-11,M01,Workout Anthem,Fitness/EDM,3
1833,2025-05-11,M14,Street Beats,Hip-Hop,3
1834,2025-01-08,M10,Praise Medley,Gospel,7
1834,2025-01-08,M04,Study Focus 1,Instrumental,6
1834,2025-01-08,M12,Love Story,R&B,4
1834,2025-01-08,M11,Heartbreak Ballad,R&B,4
1835,2025-03-22,M13,Hip Hop Anthem,Hip-Hop,3
1835,2025-03-22,M14,Street Beats,Hip-Hop,3
1836,2025-02-06,M06,Rain Sounds,Ambient/Sleep,10
1836,2025-02-06,M07,Deep Sleep,Ambient/Sleep,12
1836,2025-02-06,M04,Study Focus 1,Instrumental,6
1837,2025-06-17,M13,Hip Hop Anthem,Hip-Hop,3
1837,2025-06-17,M12,Love Story,R&B,4
1837,2025-06-17,M02,Pump It Up,Fitness/EDM,3
1838,2025-05-27,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1839,2025-05-09,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1839,2025-05-09,M16,Gengetone Hit,Amapiano/Afrobeat,4
1840,2025-01-09,M13,Hip Hop Anthem,Hip-Hop,3
1840,2025-01-09,M14,Street Beats,Hip-Hop,3
1840,2025-01-09,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1841,2025-03-02,M04,Study Focus 1,Instrumental,6
1841,2025-03-02,M05,Study Focus 2,Instrumental,5
1841,2025-03-02,M13,Hip Hop Anthem,Hip-Hop,3
1842,2025-03-08,M13,Hip Hop Anthem,Hip-Hop,3
1842,2025-03-08,M14,Street Beats,Hip-Hop,3
1843,2025-02-15,M04,Study Focus 1,Instrumental,6
1843,2025-02-15,M05,Study Focus 2,Instrumental,5
1843,2025-02-15,M06,Rain Sounds,Ambient/Sleep,10
1844,2025-04-16,M07,Deep Sleep,Ambient/Sleep,12
1844,2025-04-16,M06,Rain Sounds,Ambient/Sleep,10
1844,2025-04-16,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1844,2025-04-16,M05,Study Focus 2,Instrumental,5
1845,2025-02-22,M11,Heartbreak Ballad,R&B,4
1845,2025-02-22,M01,Workout Anthem,Fitness/EDM,3
1845,2025-02-22,M16,Gengetone Hit,Amapiano/Afrobeat,4
1846,2025-01-18,M04,Study Focus 1,Instrumental,6
1846,2025-01-18,M05,Study Focus 2,Instrumental,5
1847,2025-02-13,M13,Hip Hop Anthem,Hip-Hop,3
1847,2025-02-13,M14,Street Beats,Hip-Hop,3
1847,2025-02-13,M03,Cardio Beats,Fitness/EDM,4
1848,2025-03-08,M11,Heartbreak Ballad,R&B,4
1848,2025-03-08,M12,Love Story,R&B,4
1849,2025-04-24,M01,Workout Anthem,Fitness/EDM,3
1849,2025-04-24,M02,Pump It Up,Fitness/EDM,3
1849,2025-04-24,M03,Cardio Beats,Fitness/EDM,4
1850,2025-01-23,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1850,2025-01-23,M03,Cardio Beats,Fitness/EDM,4
1851,2025-01-13,M13,Hip Hop Anthem,Hip-Hop,3
1851,2025-01-13,M14,Street Beats,Hip-Hop,3
1851,2025-01-13,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1852,2025-02-11,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1852,2025-02-11,M16,Gengetone Hit,Amapiano/Afrobeat,4
1852,2025-02-11,M13,Hip Hop Anthem,Hip-Hop,3
1853,2025-02-08,M06,Rain Sounds,Ambient/Sleep,10
1853,2025-02-08,M07,Deep Sleep,Ambient/Sleep,12
1854,2025-04-01,M01,Workout Anthem,Fitness/EDM,3
1854,2025-04-01,M02,Pump It Up,Fitness/EDM,3
1854,2025-04-01,M03,Cardio Beats,Fitness/EDM,4
1855,2025-02-16,M14,Street Beats,Hip-Hop,3
1856,2025-05-30,M07,Deep Sleep,Ambient/Sleep,12
1856,2025-05-30,M02,Pump It Up,Fitness/EDM,3
1856,2025-05-30,M01,Workout Anthem,Fitness/EDM,3
1856,2025-05-30,M11,Heartbreak Ballad,R&B,4
1857,2025-04-06,M08,Sunday Worship 1,Gospel,5
1857,2025-04-06,M09,Sunday Worship 2,Gospel,5
1857,2025-04-06,M10,Praise Medley,Gospel,7
1858,2025-03-08,M14,Street Beats,Hip-Hop,3
1859,2025-04-24,M01,Workout Anthem,Fitness/EDM,3
1859,2025-04-24,M04,Study Focus 1,Instrumental,6
1859,2025-04-24,M06,Rain Sounds,Ambient/Sleep,10
1859,2025-04-24,M11,Heartbreak Ballad,R&B,4
1860,2025-06-26,M12,Love Story,R&B,4
1860,2025-06-26,M02,Pump It Up,Fitness/EDM,3
1860,2025-06-26,M03,Cardio Beats,Fitness/EDM,4
1861,2025-03-30,M11,Heartbreak Ballad,R&B,4
1861,2025-03-30,M12,Love Story,R&B,4
1861,2025-03-30,M07,Deep Sleep,Ambient/Sleep,12
1862,2025-06-14,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1862,2025-06-14,M16,Gengetone Hit,Amapiano/Afrobeat,4
1863,2025-02-16,M01,Workout Anthem,Fitness/EDM,3
1863,2025-02-16,M02,Pump It Up,Fitness/EDM,3
1864,2025-05-21,M08,Sunday Worship 1,Gospel,5
1864,2025-05-21,M09,Sunday Worship 2,Gospel,5
1865,2025-03-27,M01,Workout Anthem,Fitness/EDM,3
1865,2025-03-27,M05,Study Focus 2,Instrumental,5
1865,2025-03-27,M07,Deep Sleep,Ambient/Sleep,12
1866,2025-02-04,M04,Study Focus 1,Instrumental,6
1866,2025-02-04,M05,Study Focus 2,Instrumental,5
1867,2025-06-22,M11,Heartbreak Ballad,R&B,4
1867,2025-06-22,M13,Hip Hop Anthem,Hip-Hop,3
1867,2025-06-22,M07,Deep Sleep,Ambient/Sleep,12
1868,2025-05-02,M12,Love Story,R&B,4
1868,2025-05-02,M16,Gengetone Hit,Amapiano/Afrobeat,4
1869,2025-03-14,M01,Workout Anthem,Fitness/EDM,3
1869,2025-03-14,M02,Pump It Up,Fitness/EDM,3
1870,2025-02-02,M02,Pump It Up,Fitness/EDM,3
1870,2025-02-02,M16,Gengetone Hit,Amapiano/Afrobeat,4
1871,2025-02-24,M08,Sunday Worship 1,Gospel,5
1871,2025-02-24,M09,Sunday Worship 2,Gospel,5
1871,2025-02-24,M10,Praise Medley,Gospel,7
1872,2025-05-05,M01,Workout Anthem,Fitness/EDM,3
1872,2025-05-05,M02,Pump It Up,Fitness/EDM,3
1872,2025-05-05,M03,Cardio Beats,Fitness/EDM,4
1873,2025-02-28,M11,Heartbreak Ballad,R&B,4
1873,2025-02-28,M12,Love Story,R&B,4
1874,2025-03-19,M04,Study Focus 1,Instrumental,6
1874,2025-03-19,M05,Study Focus 2,Instrumental,5
1875,2025-02-02,M02,Pump It Up,Fitness/EDM,3
1876,2025-02-15,M06,Rain Sounds,Ambient/Sleep,10
1876,2025-02-15,M07,Deep Sleep,Ambient/Sleep,12
1877,2025-04-12,M12,Love Story,R&B,4
1877,2025-04-12,M14,Street Beats,Hip-Hop,3
1877,2025-04-12,M01,Workout Anthem,Fitness/EDM,3
1877,2025-04-12,M05,Study Focus 2,Instrumental,5
1878,2025-04-13,M09,Sunday Worship 2,Gospel,5
1879,2025-05-13,M13,Hip Hop Anthem,Hip-Hop,3
1879,2025-05-13,M14,Street Beats,Hip-Hop,3
1879,2025-05-13,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1880,2025-05-19,M01,Workout Anthem,Fitness/EDM,3
1880,2025-05-19,M02,Pump It Up,Fitness/EDM,3
1881,2025-06-19,M14,Street Beats,Hip-Hop,3
1881,2025-06-19,M13,Hip Hop Anthem,Hip-Hop,3
1881,2025-06-19,M03,Cardio Beats,Fitness/EDM,4
1882,2025-04-24,M09,Sunday Worship 2,Gospel,5
1882,2025-04-24,M11,Heartbreak Ballad,R&B,4
1882,2025-04-24,M07,Deep Sleep,Ambient/Sleep,12
1883,2025-05-05,M04,Study Focus 1,Instrumental,6
1883,2025-05-05,M05,Study Focus 2,Instrumental,5
1883,2025-05-05,M06,Rain Sounds,Ambient/Sleep,10
1884,2025-05-21,M01,Workout Anthem,Fitness/EDM,3
1884,2025-05-21,M02,Pump It Up,Fitness/EDM,3
1884,2025-05-21,M03,Cardio Beats,Fitness/EDM,4
1885,2025-04-25,M13,Hip Hop Anthem,Hip-Hop,3
1885,2025-04-25,M14,Street Beats,Hip-Hop,3
1885,2025-04-25,M08,Sunday Worship 1,Gospel,5
1886,2025-03-04,M01,Workout Anthem,Fitness/EDM,3
1886,2025-03-04,M02,Pump It Up,Fitness/EDM,3
1887,2025-01-22,M04,Study Focus 1,Instrumental,6
1887,2025-01-22,M01,Workout Anthem,Fitness/EDM,3
1888,2025-04-24,M01,Workout Anthem,Fitness/EDM,3
1888,2025-04-24,M02,Pump It Up,Fitness/EDM,3
1888,2025-04-24,M03,Cardio Beats,Fitness/EDM,4
1889,2025-02-19,M13,Hip Hop Anthem,Hip-Hop,3
1889,2025-02-19,M14,Street Beats,Hip-Hop,3
1890,2025-04-05,M01,Workout Anthem,Fitness/EDM,3
1890,2025-04-05,M02,Pump It Up,Fitness/EDM,3
1890,2025-04-05,M03,Cardio Beats,Fitness/EDM,4
1891,2025-04-29,M09,Sunday Worship 2,Gospel,5
1891,2025-04-29,M01,Workout Anthem,Fitness/EDM,3
1892,2025-05-20,M06,Rain Sounds,Ambient/Sleep,10
1892,2025-05-20,M07,Deep Sleep,Ambient/Sleep,12
1893,2025-05-14,M09,Sunday Worship 2,Gospel,5
1893,2025-05-14,M01,Workout Anthem,Fitness/EDM,3
1893,2025-05-14,M05,Study Focus 2,Instrumental,5
1893,2025-05-14,M03,Cardio Beats,Fitness/EDM,4
1894,2025-06-20,M05,Study Focus 2,Instrumental,5
1895,2025-04-20,M07,Deep Sleep,Ambient/Sleep,12
1896,2025-06-03,M11,Heartbreak Ballad,R&B,4
1896,2025-06-03,M12,Love Story,R&B,4
1897,2025-02-03,M04,Study Focus 1,Instrumental,6
1898,2025-03-08,M08,Sunday Worship 1,Gospel,5
1898,2025-03-08,M09,Sunday Worship 2,Gospel,5
1899,2025-05-24,M01,Workout Anthem,Fitness/EDM,3
1899,2025-05-24,M02,Pump It Up,Fitness/EDM,3
1900,2025-04-02,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1900,2025-04-02,M16,Gengetone Hit,Amapiano/Afrobeat,4
1901,2025-06-30,M11,Heartbreak Ballad,R&B,4
1901,2025-06-30,M06,Rain Sounds,Ambient/Sleep,10
1901,2025-06-30,M05,Study Focus 2,Instrumental,5
1902,2025-02-04,M08,Sunday Worship 1,Gospel,5
1902,2025-02-04,M09,Sunday Worship 2,Gospel,5
1902,2025-02-04,M10,Praise Medley,Gospel,7
1903,2025-02-27,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1903,2025-02-27,M14,Street Beats,Hip-Hop,3
1903,2025-02-27,M06,Rain Sounds,Ambient/Sleep,10
1903,2025-02-27,M08,Sunday Worship 1,Gospel,5
1904,2025-06-13,M11,Heartbreak Ballad,R&B,4
1904,2025-06-13,M12,Love Story,R&B,4
1905,2025-05-31,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1905,2025-05-31,M16,Gengetone Hit,Amapiano/Afrobeat,4
1906,2025-02-27,M13,Hip Hop Anthem,Hip-Hop,3
1906,2025-02-27,M14,Street Beats,Hip-Hop,3
1907,2025-04-16,M09,Sunday Worship 2,Gospel,5
1908,2025-06-02,M08,Sunday Worship 1,Gospel,5
1908,2025-06-02,M12,Love Story,R&B,4
1909,2025-05-06,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1909,2025-05-06,M16,Gengetone Hit,Amapiano/Afrobeat,4
1910,2025-03-02,M01,Workout Anthem,Fitness/EDM,3
1910,2025-03-02,M02,Pump It Up,Fitness/EDM,3
1910,2025-03-02,M03,Cardio Beats,Fitness/EDM,4
1910,2025-03-02,M09,Sunday Worship 2,Gospel,5
1911,2025-06-26,M06,Rain Sounds,Ambient/Sleep,10
1912,2025-01-18,M04,Study Focus 1,Instrumental,6
1912,2025-01-18,M05,Study Focus 2,Instrumental,5
1912,2025-01-18,M16,Gengetone Hit,Amapiano/Afrobeat,4
1913,2025-06-01,M10,Praise Medley,Gospel,7
1913,2025-06-01,M12,Love Story,R&B,4
1913,2025-06-01,M01,Workout Anthem,Fitness/EDM,3
1914,2025-04-14,M13,Hip Hop Anthem,Hip-Hop,3
1914,2025-04-14,M14,Street Beats,Hip-Hop,3
1914,2025-04-14,M11,Heartbreak Ballad,R&B,4
1915,2025-03-14,M13,Hip Hop Anthem,Hip-Hop,3
1915,2025-03-14,M14,Street Beats,Hip-Hop,3
1915,2025-03-14,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1916,2025-06-21,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1916,2025-06-21,M16,Gengetone Hit,Amapiano/Afrobeat,4
1916,2025-06-21,M09,Sunday Worship 2,Gospel,5
1917,2025-06-05,M02,Pump It Up,Fitness/EDM,3
1917,2025-06-05,M06,Rain Sounds,Ambient/Sleep,10
1917,2025-06-05,M16,Gengetone Hit,Amapiano/Afrobeat,4
1917,2025-06-05,M07,Deep Sleep,Ambient/Sleep,12
1918,2025-02-23,M15,Amapiano Vibes,Amapiano/Afrobeat,5
1918,2025-02-23,M16,Gengetone Hit,Amapiano/Afrobeat,4
1919,2025-04-26,M04,Study Focus 1,Instrumental,6
1919,2025-04-26,M05,Study Focus 2,Instrumental,5
