basket_id,transaction_date,item_id,item_name,category,unit_price_kes
1681,2025-01-24,G11,Potato Chips,Snacks,150
1681,2025-01-24,G12,Salsa Dip,Snacks,200
1682,2025-06-29,G16,Baby Wipes,Baby Care,350
1682,2025-06-29,G14,Baby Diapers,Baby Care,1200
1682,2025-06-29,G17,Baby Formula,Baby Care,1500
1683,2025-01-04,G01,White Bread,Bakery,60
1683,2025-01-04,G02,Butter,Dairy,180
1683,2025-01-04,G03,Milk 1L,Dairy,120
1684,2025-04-16,G18,Rice 2kg,Pantry,250
1684,2025-04-16,G19,Cooking Oil 1L,Pantry,300
1684,2025-04-16,G20,Onions 1kg,Produce,80
1685,2025-05-08,G18,Rice 2kg,Pantry,250
1685,2025-05-08,G19,Cooking Oil 1L,Pantry,300
1685,2025-05-08,G20,Onions 1kg,Produce,80
1686,2025-01-17,G05,Coffee,Beverages,450
1686,2025-01-17,G07,Sugar 1kg,Pantry,150
1687,2025-06-04,G04,Eggs (Tray),Dairy,350
1687,2025-06-04,G17,Baby Formula,Baby Care,1500
1687,2025-06-04,G01,White Bread,Bakery,60
1688,2025-03-30,G18,Rice 2kg,Pantry,250
1688,2025-03-30,G19,Cooking Oil 1L,Pantry,300
1688,2025-03-30,G20,Onions 1kg,Produce,80
1689,2025-04-19,G17,Baby Formula,Baby Care,1500
1689,2025-04-19,G02,Butter,Dairy,180
1690,2025-05-04,G14,Baby Diapers,Baby Care,1200
1690,2025-05-04,G15,Beer (6-Pack),Alcohol,800
1691,2025-02-09,G05,Coffee,Beverages,450
1691,2025-02-09,G07,Sugar 1kg,Pantry,150
1692,2025-01-31,G16,Baby Wipes,Baby Care,350
1692,2025-01-31,G14,Baby Diapers,Baby Care,1200
1693,2025-01-11,G06,Tea Leaves,Beverages,200
1693,2025-01-11,G12,Salsa Dip,Snacks,200
1693,2025-01-11,G03,Milk 1L,Dairy,120
1693,2025-01-11,G13,Soda 2L,Beverages,150
1694,2025-03-04,G08,Pasta,Pantry,120
1694,2025-03-04,G09,Tomato Sauce,Pantry,90
1694,2025-03-04,G10,Parmesan Cheese,Dairy,400
1695,2025-01-29,G14,Baby Diapers,Baby Care,1200
1695,2025-01-29,G15,Beer (6-Pack),Alcohol,800
1696,2025-03-04,G05,Coffee,Beverages,450
1696,2025-03-04,G07,Sugar 1kg,Pantry,150
1697,2025-02-26,G11,Potato Chips,Snacks,150
1697,2025-02-26,G16,Baby Wipes,Baby Care,350
1697,2025-02-26,G07,Sugar 1kg,Pantry,150
1698,2025-04-25,G08,Pasta,Pantry,120
1698,2025-04-25,G13,Soda 2L,Beverages,150
1698,2025-04-25,G19,Cooking Oil 1L,Pantry,300
1698,2025-04-25,G10,Parmesan Cheese,Dairy,400
1699,2025-03-20,G07,Sugar 1kg,Pantry,150
1700,2025-01-07,G03,Milk 1L,Dairy,120
1701,2025-04-09,G08,Pasta,Pantry,120
1701,2025-04-09,G09,Tomato Sauce,Pantry,90
1701,2025-04-09,G13,Soda 2L,Beverages,150
1702,2025-01-23,G16,Baby Wipes,Baby Care,350
1702,2025-01-23,G12,Salsa Dip,Snacks,200
1702,2025-01-23,G11,Potato Chips,Snacks,150
1703,2025-01-11,G13,Soda 2L,Beverages,150
1703,2025-01-11,G05,Coffee,Beverages,450
1703,2025-01-11,G20,Onions 1kg,Produce,80
1704,2025-01-09,G15,Beer (6-Pack),Alcohol,800
1705,2025-02-19,G01,White Bread,Bakery,60
1705,2025-02-19,G02,Butter,Dairy,180
1705,2025-02-19,G03,Milk 1L,Dairy,120
1706,2025-06-09,G13,Soda 2L,Beverages,150
1706,2025-06-09,G20,Onions 1kg,Produce,80
1706,2025-06-09,G12,Salsa Dip,Snacks,200
1706,2025-06-09,G16,Baby Wipes,Baby Care,350
1707,2025-03-08,G14,Baby Diapers,Baby Care,1200
1707,2025-03-08,G15,Beer (6-Pack),Alcohol,800
1708,2025-02-19,G12,Salsa Dip,Snacks,200
1709,2025-06-25,G06,Tea Leaves,Beverages,200
1709,2025-06-25,G16,Baby Wipes,Baby Care,350
1709,2025-06-25,G19,Cooking Oil 1L,Pantry,300
1709,2025-06-25,G11,Potato Chips,Snacks,150
1710,2025-01-01,G17,Baby Formula,Baby Care,1500
1711,2025-03-10,G11,Potato Chips,Snacks,150
1711,2025-03-10,G07,Sugar 1kg,Pantry,150
1712,2025-01-08,G05,Coffee,Beverages,450
1712,2025-01-08,G07,Sugar 1kg,Pantry,150
1713,2025-05-13,G16,Baby Wipes,Baby Care,350
1713,2025-05-13,G14,Baby Diapers,Baby Care,1200
1714,2025-02-07,G06,Tea Leaves,Beverages,200
1715,2025-02-11,G15,Beer (6-Pack),Alcohol,800
1716,2025-05-23,G09,Tomato Sauce,Pantry,90
1716,2025-05-23,G10,Parmesan Cheese,Dairy,400
1716,2025-05-23,G01,White Bread,Bakery,60
1717,2025-03-29,G14,Baby Diapers,Baby Care,1200
1717,2025-03-29,G15,Beer (6-Pack),Alcohol,800
1718,2025-06-15,G20,Onions 1kg,Produce,80
1718,2025-06-15,G14,Baby Diapers,Baby Care,1200
1718,2025-06-15,G01,White Bread,Bakery,60
1719,2025-03-15,G20,Onions 1kg,Produce,80
1719,2025-03-15,G01,White Bread,Bakery,60
1719,2025-03-15,G05,Coffee,Beverages,450
1720,2025-01-24,G15,Beer (6-Pack),Alcohol,800
1721,2025-06-13,G14,Baby Diapers,Baby Care,1200
1722,2025-01-24,G11,Potato Chips,Snacks,150
1722,2025-01-24,G12,Salsa Dip,Snacks,200
1723,2025-05-29,G11,Potato Chips,Snacks,150
1723,2025-05-29,G12,Salsa Dip,Snacks,200
1723,2025-05-29,G13,Soda 2L,Beverages,150
1724,2025-06-08,G08,Pasta,Pantry,120
1724,2025-06-08,G09,Tomato Sauce,Pantry,90
1725,2025-03-08,G01,White Bread,Bakery,60
1725,2025-03-08,G02,Butter,Dairy,180
1725,2025-03-08,G03,Milk 1L,Dairy,120
1725,2025-03-08,G04,Eggs (Tray),Dairy,350
1726,2025-06-19,G18,Rice 2kg,Pantry,250
1727,2025-02-28,G05,Coffee,Beverages,450
1727,2025-02-28,G07,Sugar 1kg,Pantry,150
1728,2025-06-23,G10,Parmesan Cheese,Dairy,400
1728,2025-06-23,G15,Beer (6-Pack),Alcohol,800
1729,2025-05-28,G01,White Bread,Bakery,60
1729,2025-05-28,G02,Butter,Dairy,180
1729,2025-05-28,G03,Milk 1L,Dairy,120
1729,2025-05-28,G18,Rice 2kg,Pantry,250
1730,2025-04-22,G12,Salsa Dip,Snacks,200
1731,2025-05-28,G11,Potato Chips,Snacks,150
1731,2025-05-28,G12,Salsa Dip,Snacks,200
1732,2025-06-12,G08,Pasta,Pantry,120
1732,2025-06-12,G09,Tomato Sauce,Pantry,90
1733,2025-02-07,G10,Parmesan Cheese,Dairy,400
1734,2025-02-12,G15,Beer (6-Pack),Alcohol,800
1735,2025-06-27,G02,Butter,Dairy,180
1735,2025-06-27,G12,Salsa Dip,Snacks,200
1735,2025-06-27,G19,Cooking Oil 1L,Pantry,300
1736,2025-05-06,G10,Parmesan Cheese,Dairy,400
1736,2025-05-06,G19,Cooking Oil 1L,Pantry,300
1736,2025-05-06,G01,White Bread,Bakery,60
1737,2025-02-04,G17,Baby Formula,Baby Care,1500
1737,2025-02-04,G08,Pasta,Pantry,120
1737,2025-02-04,G04,Eggs (Tray),Dairy,350
1738,2025-01-01,G14,Baby Diapers,Baby Care,1200
1738,2025-01-01,G03,Milk 1L,Dairy,120
1738,2025-01-01,G17,Baby Formula,Baby Care,1500
1739,2025-03-03,G17,Baby Formula,Baby Care,1500
1739,2025-03-03,G06,Tea Leaves,Beverages,200
1740,2025-01-24,G16,Baby Wipes,Baby Care,350
1740,2025-01-24,G14,Baby Diapers,Baby Care,1200
1741,2025-01-14,G11,Potato Chips,Snacks,150
1741,2025-01-14,G12,Salsa Dip,Snacks,200
1742,2025-01-07,G01,White Bread,Bakery,60
1742,2025-01-07,G02,Butter,Dairy,180
1742,2025-01-07,G03,Milk 1L,Dairy,120
1743,2025-01-11,G16,Baby Wipes,Baby Care,350
1743,2025-01-11,G14,Baby Diapers,Baby Care,1200
1743,2025-01-11,G17,Baby Formula,Baby Care,1500
1744,2025-01-28,G18,Rice 2kg,Pantry,250
1744,2025-01-28,G19,Cooking Oil 1L,Pantry,300
1744,2025-01-28,G20,Onions 1kg,Produce,80
1745,2025-05-09,G01,White Bread,Bakery,60
1745,2025-05-09,G02,Butter,Dairy,180
1745,2025-05-09,G03,Milk 1L,Dairy,120
1746,2025-04-18,G01,White Bread,Bakery,60
1746,2025-04-18,G10,Parmesan Cheese,Dairy,400
1746,2025-04-18,G03,Milk 1L,Dairy,120
1746,2025-04-18,G09,Tomato Sauce,Pantry,90
1747,2025-06-14,G04,Eggs (Tray),Dairy,350
1747,2025-06-14,G14,Baby Diapers,Baby Care,1200
1747,2025-06-14,G19,Cooking Oil 1L,Pantry,300
1748,2025-06-24,G11,Potato Chips,Snacks,150
1748,2025-06-24,G12,Salsa Dip,Snacks,200
1748,2025-06-24,G13,Soda 2L,Beverages,150
1749,2025-03-28,G14,Baby Diapers,Baby Care,1200
1749,2025-03-28,G19,Cooking Oil 1L,Pantry,300
1749,2025-03-28,G15,Beer (6-Pack),Alcohol,800
1749,2025-03-28,G05,Coffee,Beverages,450
1750,2025-01-05,G16,Baby Wipes,Baby Care,350
1750,2025-01-05,G14,Baby Diapers,Baby Care,1200
1751,2025-02-01,G02,Butter,Dairy,180
1751,2025-02-01,G16,Baby Wipes,Baby Care,350
1752,2025-03-15,G12,Salsa Dip,Snacks,200
1752,2025-03-15,G02,Butter,Dairy,180
1752,2025-03-15,G14,Baby Diapers,Baby Care,1200
1753,2025-01-09,G14,Baby Diapers,Baby Care,1200
1754,2025-04-08,G18,Rice 2kg,Pantry,250
1754,2025-04-08,G19,Cooking Oil 1L,Pantry,300
1754,2025-04-08,G20,Onions 1kg,Produce,80
1755,2025-03-01,G03,Milk 1L,Dairy,120
1756,2025-06-24,G08,Pasta,Pantry,120
1756,2025-06-24,G09,Tomato Sauce,Pantry,90
1756,2025-06-24,G10,Parmesan Cheese,Dairy,400
1756,2025-06-24,G18,Rice 2kg,Pantry,250
1757,2025-05-27,G14,Baby Diapers,Baby Care,1200
1758,2025-04-04,G16,Baby Wipes,Baby Care,350
1758,2025-04-04,G14,Baby Diapers,Baby Care,1200
1758,2025-04-04,G17,Baby Formula,Baby Care,1500
1759,2025-03-15,G12,Salsa Dip,Snacks,200
1759,2025-03-15,G13,Soda 2L,Beverages,150
1759,2025-03-15,G16,Baby Wipes,Baby Care,350
1760,2025-01-23,G05,Coffee,Beverages,450
1760,2025-01-23,G07,Sugar 1kg,Pantry,150
1760,2025-01-23,G03,Milk 1L,Dairy,120
1761,2025-06-10,G09,Tomato Sauce,Pantry,90
1761,2025-06-10,G16,Baby Wipes,Baby Care,350
1762,2025-04-01,G07,Sugar 1kg,Pantry,150
1763,2025-01-25,G10,Parmesan Cheese,Dairy,400
1763,2025-01-25,G16,Baby Wipes,Baby Care,350
1764,2025-05-22,G18,Rice 2kg,Pantry,250
1765,2025-06-19,G11,Potato Chips,Snacks,150
1766,2025-02-03,G15,Beer (6-Pack),Alcohol,800
1767,2025-01-22,G05,Coffee,Beverages,450
1767,2025-01-22,G07,Sugar 1kg,Pantry,150
1768,2025-04-23,G05,Coffee,Beverages,450
1769,2025-05-19,G16,Baby Wipes,Baby Care,350
1769,2025-05-19,G14,Baby Diapers,Baby Care,1200
1769,2025-05-19,G17,Baby Formula,Baby Care,1500
1770,2025-06-20,G11,Potato Chips,Snacks,150
1770,2025-06-20,G12,Salsa Dip,Snacks,200
1771,2025-03-05,G14,Baby Diapers,Baby Care,1200
1771,2025-03-05,G17,Baby Formula,Baby Care,1500
1771,2025-03-05,G04,Eggs (Tray),Dairy,350
1772,2025-03-13,G16,Baby Wipes,Baby Care,350
1772,2025-03-13,G20,Onions 1kg,Produce,80
1773,2025-02-10,G10,Parmesan Cheese,Dairy,400
1773,2025-02-10,G13,Soda 2L,Beverages,150
1773,2025-02-10,G19,Cooking Oil 1L,Pantry,300
1774,2025-05-28,G09,Tomato Sauce,Pantry,90
1775,2025-01-24,G14,Baby Diapers,Baby Care,1200
1775,2025-01-24,G15,Beer (6-Pack),Alcohol,800
1776,2025-04-02,G08,Pasta,Pantry,120
1776,2025-04-02,G09,Tomato Sauce,Pantry,90
1777,2025-06-14,G16,Baby Wipes,Baby Care,350
1777,2025-06-14,G17,Baby Formula,Baby Care,1500
1778,2025-06-03,G08,Pasta,Pantry,120
1778,2025-06-03,G09,Tomato Sauce,Pantry,90
1779,2025-04-20,G10,Parmesan Cheese,Dairy,400
1780,2025-04-26,G14,Baby Diapers,Baby Care,1200
1780,2025-04-26,G15,Beer (6-Pack),Alcohol,800
1781,2025-05-04,G07,Sugar 1kg,Pantry,150
1781,2025-05-04,G16,Baby Wipes,Baby Care,350
1781,2025-05-04,G02,Butter,Dairy,180
1781,2025-05-04,G06,Tea Leaves,Beverages,200
1782,2025-06-16,G12,Salsa Dip,Snacks,200
1783,2025-02-26,G18,Rice 2kg,Pantry,250
1783,2025-02-26,G19,Cooking Oil 1L,Pantry,300
1783,2025-02-26,G20,Onions 1kg,Produce,80
1784,2025-06-14,G15,Beer (6-Pack),Alcohol,800
1785,2025-01-06,G18,Rice 2kg,Pantry,250
1785,2025-01-06,G19,Cooking Oil 1L,Pantry,300
1785,2025-01-06,G20,Onions 1kg,Produce,80
1785,2025-01-06,G14,Baby Diapers,Baby Care,1200
1786,2025-02-05,G05,Coffee,Beverages,450
1786,2025-02-05,G07,Sugar 1kg,Pantry,150
1787,2025-03-04,G05,Coffee,Beverages,450
1787,2025-03-04,G07,Sugar 1kg,Pantry,150
1788,2025-02-02,G14,Baby Diapers,Baby Care,1200
1788,2025-02-02,G15,Beer (6-Pack),Alcohol,800
1789,2025-02-16,G11,Potato Chips,Snacks,150
1789,2025-02-16,G12,Salsa Dip,Snacks,200
1790,2025-02-03,G18,Rice 2kg,Pantry,250
1790,2025-02-03,G15,Beer (6-Pack),Alcohol,800
1790,2025-02-03,G11,Potato Chips,Snacks,150
1790,2025-02-03,G09,Tomato Sauce,Pantry,90
1791,2025-06-09,G05,Coffee,Beverages,450
1791,2025-06-09,G07,Sugar 1kg,Pantry,150
1792,2025-06-12,G09,Tomato Sauce,Pantry,90
1792,2025-06-12,G11,Potato Chips,Snacks,150
1792,2025-06-12,G03,Milk 1L,Dairy,120
1792,2025-06-12,G02,Butter,Dairy,180
1793,2025-03-08,G02,Butter,Dairy,180
1794,2025-04-29,G18,Rice 2kg,Pantry,250
1795,2025-02-07,G01,White Bread,Bakery,60
1795,2025-02-07,G02,Butter,Dairy,180
1795,2025-02-07,G03,Milk 1L,Dairy,120
1796,2025-03-21,G05,Coffee,Beverages,450
1796,2025-03-21,G07,Sugar 1kg,Pantry,150
1797,2025-05-17,G18,Rice 2kg,Pantry,250
1797,2025-05-17,G19,Cooking Oil 1L,Pantry,300
1797,2025-05-17,G20,Onions 1kg,Produce,80
1797,2025-05-17,G03,Milk 1L,Dairy,120
1798,2025-02-11,G07,Sugar 1kg,Pantry,150
1798,2025-02-11,G02,Butter,Dairy,180
1798,2025-02-11,G17,Baby Formula,Baby Care,1500
1798,2025-02-11,G12,Salsa Dip,Snacks,200
1799,2025-03-09,G05,Coffee,Beverages,450
1799,2025-03-09,G07,Sugar 1kg,Pantry,150
1800,2025-06-16,G02,Butter,Dairy,180
1801,2025-01-16,G11,Potato Chips,Snacks,150
1802,2025-02-08,G11,Potato Chips,Snacks,150
1803,2025-04-27,G17,Baby Formula,Baby Care,1500
1803,2025-04-27,G02,Butter,Dairy,180
1803,2025-04-27,G16,Baby Wipes,Baby Care,350
1803,2025-04-27,G18,Rice 2kg,Pantry,250
1804,2025-03-15,G16,Baby Wipes,Baby Care,350
1804,2025-03-15,G14,Baby Diapers,Baby Care,1200
1805,2025-05-08,G15,Beer (6-Pack),Alcohol,800
1805,2025-05-08,G17,Baby Formula,Baby Care,1500
1805,2025-05-08,G13,Soda 2L,Beverages,150
1805,2025-05-08,G02,Butter,Dairy,180
1806,2025-05-18,G11,Potato Chips,Snacks,150
1806,2025-05-18,G12,Salsa Dip,Snacks,200
1807,2025-04-02,G02,Butter,Dairy,180
1808,2025-04-23,G09,Tomato Sauce,Pantry,90
1808,2025-04-23,G07,Sugar 1kg,Pantry,150
1808,2025-04-23,G11,Potato Chips,Snacks,150
1808,2025-04-23,G20,Onions 1kg,Produce,80
1809,2025-03-21,G14,Baby Diapers,Baby Care,1200
1809,2025-03-21,G15,Beer (6-Pack),Alcohol,800
1810,2025-05-31,G11,Potato Chips,Snacks,150
1810,2025-05-31,G12,Salsa Dip,Snacks,200
1811,2025-06-28,G05,Coffee,Beverages,450
1811,2025-06-28,G07,Sugar 1kg,Pantry,150
1812,2025-03-15,G08,Pasta,Pantry,120
1812,2025-03-15,G09,Tomato Sauce,Pantry,90
1813,2025-03-02,G10,Parmesan Cheese,Dairy,400
1814,2025-05-01,G08,Pasta,Pantry,120
1814,2025-05-01,G09,Tomato Sauce,Pantry,90
1814,2025-05-01,G10,Parmesan Cheese,Dairy,400
1815,2025-04-28,G11,Potato Chips,Snacks,150
1815,2025-04-28,G12,Salsa Dip,Snacks,200
1816,2025-03-29,G16,Baby Wipes,Baby Care,350
1816,2025-03-29,G19,Cooking Oil 1L,Pantry,300
1816,2025-03-29,G11,Potato Chips,Snacks,150
1817,2025-04-30,G16,Baby Wipes,Baby Care,350
1817,2025-04-30,G14,Baby Diapers,Baby Care,1200
1817,2025-04-30,G06,Tea Leaves,Beverages,200
1818,2025-02-26,G07,Sugar 1kg,Pantry,150
1818,2025-02-26,G20,Onions 1kg,Produce,80
1818,2025-02-26,G10,Parmesan Cheese,Dairy,400
1818,2025-02-26,G08,Pasta,Pantry,120
1819,2025-06-03,G20,Onions 1kg,Produce,80
1819,2025-06-03,G15,Beer (6-Pack),Alcohol,800
1820,2025-02-18,G07,Sugar 1kg,Pantry,150
1821,2025-02-01,G16,Baby Wipes,Baby Care,350
1821,2025-02-01,G14,Baby Diapers,Baby Care,1200
1821,2025-02-01,G17,Baby Formula,Baby Care,1500
1821,2025-02-01,G19,Cooking Oil 1L,Pantry,300
1822,2025-06-13,G01,White Bread,Bakery,60
1822,2025-06-13,G02,Butter,Dairy,180
1822,2025-06-13,G03,Milk 1L,Dairy,120
1823,2025-01-11,G11,Potato Chips,Snacks,150
1823,2025-01-11,G12,Salsa Dip,Snacks,200
1824,2025-06-02,G11,Potato Chips,Snacks,150
1824,2025-06-02,G12,Salsa Dip,Snacks,200
1825,2025-03-30,G11,Potato Chips,Snacks,150
1825,2025-03-30,G12,Salsa Dip,Snacks,200
1826,2025-02-06,G07,Sugar 1kg,Pantry,150
1826,2025-02-06,G20,Onions 1kg,Produce,80
1826,2025-02-06,G08,Pasta,Pantry,120
1827,2025-04-27,G11,Potato Chips,Snacks,150
1827,2025-04-27,G12,Salsa Dip,Snacks,200
1828,2025-02-24,G01,White Bread,Bakery,60
1828,2025-02-24,G02,Butter,Dairy,180
1828,2025-02-24,G03,Milk 1L,Dairy,120
1828,2025-02-24,G04,Eggs (Tray),Dairy,350
1828,2025-02-24,G07,Sugar 1kg,Pantry,150
1829,2025-06-15,G16,Baby Wipes,Baby Care,350
1829,2025-06-15,G14,Baby Diapers,Baby Care,1200
1829,2025-06-15,G17,Baby Formula,Baby Care,1500
1830,2025-03-09,G10,Parmesan Cheese,Dairy,400
1831,2025-02-19,G01,White Bread,Bakery,60
1831,2025-02-19,G02,Butter,Dairy,180
1831,2025-02-19,G03,Milk 1L,Dairy,120
1831,2025-02-19,G04,Eggs (Tray),Dairy,350
1831,2025-02-19,G14,Baby Diapers,Baby Care,1200
1832,2025-02-02,G08,Pasta,Pantry,120
1832,2025-02-02,G19,Cooking Oil 1L,Pantry,300
1832,2025-02-02,G11,Potato Chips,Snacks,150
1833,2025-04-10,G19,Cooking Oil 1L,Pantry,300
1833,2025-04-10,G01,White Bread,Bakery,60
1833,2025-04-10,G10,Parmesan Cheese,Dairy,400
1833,2025-04-10,G05,Coffee,Beverages,450
1834,2025-01-10,G11,Potato Chips,Snacks,150
1834,2025-01-10,G12,Salsa Dip,Snacks,200
1835,2025-06-30,G08,Pasta,Pantry,120
1835,2025-06-30,G09,Tomato Sauce,Pantry,90
1835,2025-06-30,G10,Parmesan Cheese,Dairy,400
1836,2025-03-08,G01,White Bread,Bakery,60
1836,2025-03-08,G02,Butter,Dairy,180
1836,2025-03-08,G03,Milk 1L,Dairy,120
1837,2025-02-09,G11,Potato Chips,Snacks,150
1837,2025-02-09,G12,Salsa Dip,Snacks,200
1838,2025-05-18,G10,Parmesan Cheese,Dairy,400
1839,2025-01-21,G08,Pasta,Pantry,120
1839,2025-01-21,G09,Tomato Sauce,Pantry,90
1840,2025-02-24,G15,Beer (6-Pack),Alcohol,800
1840,2025-02-24,G06,Tea Leaves,Beverages,200
1840,2025-02-24,G12,Salsa Dip,Snacks,200
1841,2025-03-11,G06,Tea Leaves,Beverages,200
1842,2025-05-11,G01,White Bread,Bakery,60
1842,2025-05-11,G02,Butter,Dairy,180
1842,2025-05-11,G03,Milk 1L,Dairy,120
1843,2025-06-15,G01,White Bread,Bakery,60
1843,2025-06-15,G02,Butter,Dairy,180
1843,2025-06-15,G03,Milk 1L,Dairy,120
1844,2025-06-23,G05,Coffee,Beverages,450
1844,2025-06-23,G07,Sugar 1kg,Pantry,150
1845,2025-04-17,G05,Coffee,Beverages,450
1845,2025-04-17,G07,Sugar 1kg,Pantry,150
1846,2025-04-13,G11,Potato Chips,Snacks,150
1846,2025-04-13,G12,Salsa Dip,Snacks,200
1847,2025-04-11,G11,Potato Chips,Snacks,150
1847,2025-04-11,G12,Salsa Dip,Snacks,200
1847,2025-04-11,G13,Soda 2L,Beverages,150
1848,2025-03-06,G05,Coffee,Beverages,450
1848,2025-03-06,G07,Sugar 1kg,Pantry,150
1849,2025-05-21,G17,Baby Formula,Baby Care,1500
1850,2025-04-02,G17,Baby Formula,Baby Care,1500
1851,2025-01-08,G14,Baby Diapers,Baby Care,1200
1851,2025-01-08,G12,Salsa Dip,Snacks,200
1852,2025-03-10,G08,Pasta,Pantry,120
1852,2025-03-10,G09,Tomato Sauce,Pantry,90
1852,2025-03-10,G10,Parmesan Cheese,Dairy,400
1852,2025-03-10,G05,Coffee,Beverages,450
1853,2025-03-29,G17,Baby Formula,Baby Care,1500
1854,2025-03-02,G03,Milk 1L,Dairy,120
1855,2025-05-23,G16,Baby Wipes,Baby Care,350
1855,2025-05-23,G14,Baby Diapers,Baby Care,1200
1856,2025-01-02,G18,Rice 2kg,Pantry,250
1857,2025-01-11,G11,Potato Chips,Snacks,150
1857,2025-01-11,G19,Cooking Oil 1L,Pantry,300
1857,2025-01-11,G10,Parmesan Cheese,Dairy,400
1858,2025-04-09,G18,Rice 2kg,Pantry,250
1858,2025-04-09,G19,Cooking Oil 1L,Pantry,300
1858,2025-04-09,G20,Onions 1kg,Produce,80
1859,2025-01-24,G10,Parmesan Cheese,Dairy,400
1859,2025-01-24,G11,Potato Chips,Snacks,150
1859,2025-01-24,G17,Baby Formula,Baby Care,1500
1860,2025-04-18,G03,Milk 1L,Dairy,120
1860,2025-04-18,G11,Potato Chips,Snacks,150
1860,2025-04-18,G13,Soda 2L,Beverages,150
1860,2025-04-18,G05,Coffee,Beverages,450
1861,2025-06-08,G18,Rice 2kg,Pantry,250
1861,2025-06-08,G04,Eggs (Tray),Dairy,350
1861,2025-06-08,G01,White Bread,Bakery,60
1861,2025-06-08,G02,Butter,Dairy,180
1862,2025-05-08,G01,White Bread,Bakery,60
1862,2025-05-08,G19,Cooking Oil 1L,Pantry,300
1862,2025-05-08,G13,Soda 2L,Beverages,150
1863,2025-06-11,G08,Pasta,Pantry,120
1863,2025-06-11,G09,Tomato Sauce,Pantry,90
1864,2025-04-10,G09,Tomato Sauce,Pantry,90
1864,2025-04-10,G18,Rice 2kg,Pantry,250
1865,2025-05-05,G09,Tomato Sauce,Pantry,90
1866,2025-01-30,G11,Potato Chips,Snacks,150
1866,2025-01-30,G12,Salsa Dip,Snacks,200
1867,2025-03-28,G06,Tea Leaves,Beverages,200
1867,2025-03-28,G02,Butter,Dairy,180
1867,2025-03-28,G07,Sugar 1kg,Pantry,150
1867,2025-03-28,G13,Soda 2L,Beverages,150
1868,2025-03-02,G16,Baby Wipes,Baby Care,350
1868,2025-03-02,G01,White Bread,Bakery,60
1869,2025-05-10,G16,Baby Wipes,Baby Care,350
1870,2025-01-07,G12,Salsa Dip,Snacks,200
1870,2025-01-07,G15,Beer (6-Pack),Alcohol,800
1871,2025-01-27,G19,Cooking Oil 1L,Pantry,300
1871,2025-01-27,G17,Baby Formula,Baby Care,1500
1871,2025-01-27,G15,Beer (6-Pack),Alcohol,800
1872,2025-03-14,G19,Cooking Oil 1L,Pantry,300
1872,2025-03-14,G05,Coffee,Beverages,450
1872,2025-03-14,G16,Baby Wipes,Baby Care,350
1873,2025-01-12,G07,Sugar 1kg,Pantry,150
1873,2025-01-12,G02,Butter,Dairy,180
1874,2025-06-20,G15,Beer (6-Pack),Alcohol,800
1875,2025-01-22,G05,Coffee,Beverages,450
1875,2025-01-22,G07,Sugar 1kg,Pantry,150
1876,2025-01-30,G18,Rice 2kg,Pantry,250
1876,2025-01-30,G19,Cooking Oil 1L,Pantry,300
1876,2025-01-30,G20,Onions 1kg,Produce,80
1877,2025-05-23,G14,Baby Diapers,Baby Care,1200
1877,2025-05-23,G02,Butter,Dairy,180
1878,2025-01-15,G11,Potato Chips,Snacks,150
1878,2025-01-15,G02,Butter,Dairy,180
1879,2025-03-22,G08,Pasta,Pantry,120
1879,2025-03-22,G09,Tomato Sauce,Pantry,90
1880,2025-02-10,G09,Tomato Sauce,Pantry,90
1881,2025-06-09,G16,Baby Wipes,Baby Care,350
1881,2025-06-09,G14,Baby Diapers,Baby Care,1200
1882,2025-06-17,G14,Baby Diapers,Baby Care,1200
1882,2025-06-17,G15,Beer (6-Pack),Alcohol,800
1883,2025-03-09,G18,Rice 2kg,Pantry,250
1883,2025-03-09,G19,Cooking Oil 1L,Pantry,300
1883,2025-03-09,G20,Onions 1kg,Produce,80
1884,2025-01-17,G18,Rice 2kg,Pantry,250
1884,2025-01-17,G19,Cooking Oil 1L,Pantry,300
1884,2025-01-17,G20,Onions 1kg,Produce,80
1884,2025-01-17,G09,Tomato Sauce,Pantry,90
1885,2025-06-29,G14,Baby Diapers,Baby Care,1200
1885,2025-06-29,G19,Cooking Oil 1L,Pantry,300
1886,2025-01-04,G01,White Bread,Bakery,60
1886,2025-01-04,G02,Butter,Dairy,180
1886,2025-01-04,G03,Milk 1L,Dairy,120
1887,2025-05-27,G01,White Bread,Bakery,60
1887,2025-05-27,G02,Butter,Dairy,180
1887,2025-05-27,G03,Milk 1L,Dairy,120
1887,2025-05-27,G04,Eggs (Tray),Dairy,350
1888,2025-03-26,G10,Parmesan Cheese,Dairy,400
1888,2025-03-26,G20,Onions 1kg,Produce,80
1889,2025-04-29,G03,Milk 1L,Dairy,120
1889,2025-04-29,G16,Baby Wipes,Baby Care,350
1890,2025-01-13,G03,Milk 1L,Dairy,120
1890,2025-01-13,G16,Baby Wipes,Baby Care,350
1890,2025-01-13,G18,Rice 2kg,Pantry,250
1890,2025-01-13,G10,Parmesan Cheese,Dairy,400
1891,2025-06-26,G08,Pasta,Pantry,120
1891,2025-06-26,G13,Soda 2L,Beverages,150
1891,2025-06-26,G04,Eggs (Tray),Dairy,350
1892,2025-04-27,G01,White Bread,Bakery,60
1892,2025-04-27,G02,Butter,Dairy,180
