receipt_id,transaction_date,item_id,item_name,category,price_kes
1519,2025-05-04,D11,Eye Drops,Vision,250
1519,2025-05-04,D04,Tissues,Cold Remedy,100
1520,2025-05-27,D03,Cold & Flu Syrup,Cold Remedy,350
1520,2025-05-27,D04,Tissues,Cold Remedy,100
1520,2025-05-27,D05,Vitamin C Tablets,Supplements,400
1521,2025-06-09,D09,Aloe Vera Gel,Skincare,350
1521,2025-06-09,D16,Multivitamin Gummies,Supplements,500
1521,2025-06-09,D13,Antiseptic Cream,First Aid,200
1522,2025-03-10,D14,Baby Lotion,Baby Care,350
1522,2025-03-10,D15,Baby Diapers,Baby Care,1200
1523,2025-02-23,D05,Vitamin C Tablets,Supplements,400
1523,2025-02-23,D16,Multivitamin Gummies,Supplements,500
1524,2025-03-29,D17,Reading Puzzle Book,Stationery/Leisure,300
1525,2025-01-27,D08,Sunscreen SPF50,Skincare,800
1526,2025-02-25,D12,Bandages,First Aid,150
1526,2025-02-25,D13,Antiseptic Cream,First Aid,200
1527,2025-03-19,D10,Reading Glasses,Vision,600
1527,2025-03-19,D17,Reading Puzzle Book,Stationery/Leisure,300
1527,2025-03-19,D02,Ibuprofen,Pain Relief,150
1528,2025-02-11,D14,Baby Lotion,Baby Care,350
1528,2025-02-11,D15,Baby Diapers,Baby Care,1200
1529,2025-04-28,D09,Aloe Vera Gel,Skincare,350
1529,2025-04-28,D02,Ibuprofen,Pain Relief,150
1530,2025-06-04,D17,Reading Puzzle Book,Stationery/Leisure,300
1531,2025-02-14,D10,Reading Glasses,Vision,600
1531,2025-02-14,D17,Reading Puzzle Book,Stationery/Leisure,300
1532,2025-01-27,D16,Multivitamin Gummies,Supplements,500
1532,2025-01-27,D10,Reading Glasses,Vision,600
1532,2025-01-27,D12,Bandages,First Aid,150
1532,2025-01-27,D01,Paracetamol,Pain Relief,100
1533,2025-06-14,D11,Eye Drops,Vision,250
1534,2025-03-20,D11,Eye Drops,Vision,250
1535,2025-03-10,D06,Hand Sanitizer,Hygiene,150
1535,2025-03-10,D07,Face Masks,Hygiene,200
1536,2025-04-16,D10,Reading Glasses,Vision,600
1536,2025-04-16,D17,Reading Puzzle Book,Stationery/Leisure,300
1537,2025-04-12,D03,Cold & Flu Syrup,Cold Remedy,350
1537,2025-04-12,D04,Tissues,Cold Remedy,100
1538,2025-05-17,D14,Baby Lotion,Baby Care,350
1538,2025-05-17,D15,Baby Diapers,Baby Care,1200
1538,2025-05-17,D16,Multivitamin Gummies,Supplements,500
1539,2025-06-23,D10,Reading Glasses,Vision,600
1539,2025-06-23,D17,Reading Puzzle Book,Stationery/Leisure,300
1540,2025-01-10,D11,Eye Drops,Vision,250
1540,2025-01-10,D09,Aloe Vera Gel,Skincare,350
1540,2025-01-10,D14,Baby Lotion,Baby Care,350
1541,2025-02-07,D05,Vitamin C Tablets,Supplements,400
1541,2025-02-07,D07,Face Masks,Hygiene,200
1541,2025-02-07,D17,Reading Puzzle Book,Stationery/Leisure,300
1541,2025-02-07,D13,Antiseptic Cream,First Aid,200
1542,2025-01-18,D14,Baby Lotion,Baby Care,350
1543,2025-02-28,D02,Ibuprofen,Pain Relief,150
1544,2025-06-28,D17,Reading Puzzle Book,Stationery/Leisure,300
1545,2025-04-02,D16,Multivitamin Gummies,Supplements,500
1545,2025-04-02,D15,Baby Diapers,Baby Care,1200
1546,2025-05-25,D05,Vitamin C Tablets,Supplements,400
1546,2025-05-25,D02,Ibuprofen,Pain Relief,150
1546,2025-05-25,D01,Paracetamol,Pain Relief,100
1546,2025-05-25,D07,Face Masks,Hygiene,200
1547,2025-03-19,D14,Baby Lotion,Baby Care,350
1547,2025-03-19,D15,Baby Diapers,Baby Care,1200
1548,2025-04-28,D14,Baby Lotion,Baby Care,350
1548,2025-04-28,D15,Baby Diapers,Baby Care,1200
1549,2025-05-30,D16,Multivitamin Gummies,Supplements,500
1549,2025-05-30,D17,Reading Puzzle Book,Stationery/Leisure,300
1549,2025-05-30,D15,Baby Diapers,Baby Care,1200
1549,2025-05-30,D06,Hand Sanitizer,Hygiene,150
1550,2025-03-09,D15,Baby Diapers,Baby Care,1200
1550,2025-03-09,D08,Sunscreen SPF50,Skincare,800
1551,2025-06-24,D06,Hand Sanitizer,Hygiene,150
1551,2025-06-24,D07,Face Masks,Hygiene,200
1552,2025-04-26,D12,Bandages,First Aid,150
1552,2025-04-26,D13,Antiseptic Cream,First Aid,200
1553,2025-01-29,D13,Antiseptic Cream,First Aid,200
1553,2025-01-29,D09,Aloe Vera Gel,Skincare,350
1554,2025-01-04,D14,Baby Lotion,Baby Care,350
1554,2025-01-04,D15,Baby Diapers,Baby Care,1200
1555,2025-05-26,D13,Antiseptic Cream,First Aid,200
1556,2025-06-25,D15,Baby Diapers,Baby Care,1200
1557,2025-02-12,D03,Cold & Flu Syrup,Cold Remedy,350
1557,2025-02-12,D17,Reading Puzzle Book,Stationery/Leisure,300
1558,2025-06-13,D08,Sunscreen SPF50,Skincare,800
1558,2025-06-13,D09,Aloe Vera Gel,Skincare,350
1559,2025-04-16,D04,Tissues,Cold Remedy,100
1559,2025-04-16,D01,Paracetamol,Pain Relief,100
1559,2025-04-16,D17,Reading Puzzle Book,Stationery/Leisure,300
1560,2025-02-02,D08,Sunscreen SPF50,Skincare,800
1561,2025-03-16,D10,Reading Glasses,Vision,600
1561,2025-03-16,D17,Reading Puzzle Book,Stationery/Leisure,300
1562,2025-01-25,D01,Paracetamol,Pain Relief,100
1563,2025-05-14,D14,Baby Lotion,Baby Care,350
1563,2025-05-14,D10,Reading Glasses,Vision,600
1564,2025-05-03,D12,Bandages,First Aid,150
1564,2025-05-03,D01,Paracetamol,Pain Relief,100
1564,2025-05-03,D02,Ibuprofen,Pain Relief,150
1564,2025-05-03,D13,Antiseptic Cream,First Aid,200
1565,2025-02-05,D08,Sunscreen SPF50,Skincare,800
1565,2025-02-05,D09,Aloe Vera Gel,Skincare,350
1566,2025-03-15,D17,Reading Puzzle Book,Stationery/Leisure,300
1567,2025-02-05,D03,Cold & Flu Syrup,Cold Remedy,350
1567,2025-02-05,D04,Tissues,Cold Remedy,100
1567,2025-02-05,D05,Vitamin C Tablets,Supplements,400
1568,2025-02-09,D08,Sunscreen SPF50,Skincare,800
1568,2025-02-09,D09,Aloe Vera Gel,Skincare,350
1569,2025-03-22,D06,Hand Sanitizer,Hygiene,150
1570,2025-03-07,D13,Antiseptic Cream,First Aid,200
1570,2025-03-07,D02,Ibuprofen,Pain Relief,150
1571,2025-02-25,D14,Baby Lotion,Baby Care,350
1571,2025-02-25,D15,Baby Diapers,Baby Care,1200
1572,2025-02-24,D03,Cold & Flu Syrup,Cold Remedy,350
1572,2025-02-24,D04,Tissues,Cold Remedy,100
1573,2025-05-07,D10,Reading Glasses,Vision,600
1573,2025-05-07,D17,Reading Puzzle Book,Stationery/Leisure,300
1574,2025-06-08,D04,Tissues,Cold Remedy,100
1574,2025-06-08,D02,Ibuprofen,Pain Relief,150
1574,2025-06-08,D17,Reading Puzzle Book,Stationery/Leisure,300
1575,2025-06-06,D08,Sunscreen SPF50,Skincare,800
1576,2025-02-06,D06,Hand Sanitizer,Hygiene,150
1576,2025-02-06,D07,Face Masks,Hygiene,200
1577,2025-01-09,D17,Reading Puzzle Book,Stationery/Leisure,300
1577,2025-01-09,D01,Paracetamol,Pain Relief,100
1578,2025-04-16,D10,Reading Glasses,Vision,600
1578,2025-04-16,D17,Reading Puzzle Book,Stationery/Leisure,300
1579,2025-02-04,D05,Vitamin C Tablets,Supplements,400
1579,2025-02-04,D16,Multivitamin Gummies,Supplements,500
1580,2025-06-23,D08,Sunscreen SPF50,Skincare,800
1580,2025-06-23,D09,Aloe Vera Gel,Skincare,350
1581,2025-06-29,D12,Bandages,First Aid,150
1581,2025-06-29,D13,Antiseptic Cream,First Aid,200
1582,2025-01-30,D09,Aloe Vera Gel,Skincare,350
1583,2025-06-02,D04,Tissues,Cold Remedy,100
1584,2025-01-14,D07,Face Masks,Hygiene,200
1585,2025-01-27,D03,Cold & Flu Syrup,Cold Remedy,350
1585,2025-01-27,D04,Tissues,Cold Remedy,100
1585,2025-01-27,D05,Vitamin C Tablets,Supplements,400
1586,2025-04-25,D14,Baby Lotion,Baby Care,350
1586,2025-04-25,D15,Baby Diapers,Baby Care,1200
1587,2025-05-16,D10,Reading Glasses,Vision,600
1587,2025-05-16,D17,Reading Puzzle Book,Stationery/Leisure,300
1587,2025-05-16,D11,Eye Drops,Vision,250
1588,2025-02-15,D03,Cold & Flu Syrup,Cold Remedy,350
1588,2025-02-15,D04,Tissues,Cold Remedy,100
1589,2025-03-29,D08,Sunscreen SPF50,Skincare,800
1589,2025-03-29,D09,Aloe Vera Gel,Skincare,350
1590,2025-02-28,D10,Reading Glasses,Vision,600
1590,2025-02-28,D17,Reading Puzzle Book,Stationery/Leisure,300
1591,2025-05-04,D05,Vitamin C Tablets,Supplements,400
1591,2025-05-04,D16,Multivitamin Gummies,Supplements,500
1592,2025-01-11,D16,Multivitamin Gummies,Supplements,500
1593,2025-01-19,D07,Face Masks,Hygiene,200
1593,2025-01-19,D11,Eye Drops,Vision,250
1594,2025-02-18,D06,Hand Sanitizer,Hygiene,150
1594,2025-02-18,D07,Face Masks,Hygiene,200
1595,2025-05-17,D15,Baby Diapers,Baby Care,1200
1595,2025-05-17,D06,Hand Sanitizer,Hygiene,150
1596,2025-04-03,D14,Baby Lotion,Baby Care,350
1596,2025-04-03,D15,Baby Diapers,Baby Care,1200
1597,2025-04-23,D02,Ibuprofen,Pain Relief,150
1597,2025-04-23,D16,Multivitamin Gummies,Supplements,500
1597,2025-04-23,D04,Tissues,Cold Remedy,100
1598,2025-01-07,D06,Hand Sanitizer,Hygiene,150
1598,2025-01-07,D07,Face Masks,Hygiene,200
1599,2025-03-08,D07,Face Masks,Hygiene,200
1600,2025-05-12,D15,Baby Diapers,Baby Care,1200
1600,2025-05-12,D01,Paracetamol,Pain Relief,100
1601,2025-05-08,D08,Sunscreen SPF50,Skincare,800
1601,2025-05-08,D09,Aloe Vera Gel,Skincare,350
1602,2025-04-28,D11,Eye Drops,Vision,250
1602,2025-04-28,D12,Bandages,First Aid,150
1602,2025-04-28,D15,Baby Diapers,Baby Care,1200
1603,2025-03-28,D16,Multivitamin Gummies,Supplements,500
1603,2025-03-28,D05,Vitamin C Tablets,Supplements,400
1604,2025-03-01,D08,Sunscreen SPF50,Skincare,800
1604,2025-03-01,D09,Aloe Vera Gel,Skincare,350
1605,2025-05-07,D08,Sunscreen SPF50,Skincare,800
1605,2025-05-07,D09,Aloe Vera Gel,Skincare,350
1606,2025-04-23,D13,Antiseptic Cream,First Aid,200
1606,2025-04-23,D08,Sunscreen SPF50,Skincare,800
1607,2025-04-07,D08,Sunscreen SPF50,Skincare,800
1607,2025-04-07,D09,Aloe Vera Gel,Skincare,350
1608,2025-01-11,D06,Hand Sanitizer,Hygiene,150
1608,2025-01-11,D11,Eye Drops,Vision,250
1608,2025-01-11,D03,Cold & Flu Syrup,Cold Remedy,350
1609,2025-06-16,D15,Baby Diapers,Baby Care,1200
1610,2025-06-04,D13,Antiseptic Cream,First Aid,200
1611,2025-02-02,D05,Vitamin C Tablets,Supplements,400
1611,2025-02-02,D16,Multivitamin Gummies,Supplements,500
1612,2025-03-13,D03,Cold & Flu Syrup,Cold Remedy,350
1612,2025-03-13,D04,Tissues,Cold Remedy,100
1612,2025-03-13,D05,Vitamin C Tablets,Supplements,400
1613,2025-02-15,D05,Vitamin C Tablets,Supplements,400
1613,2025-02-15,D16,Multivitamin Gummies,Supplements,500
1614,2025-01-02,D12,Bandages,First Aid,150
1614,2025-01-02,D13,Antiseptic Cream,First Aid,200
1615,2025-03-31,D11,Eye Drops,Vision,250
1615,2025-03-31,D16,Multivitamin Gummies,Supplements,500
1615,2025-03-31,D02,Ibuprofen,Pain Relief,150
1616,2025-01-28,D03,Cold & Flu Syrup,Cold Remedy,350
1617,2025-03-10,D05,Vitamin C Tablets,Supplements,400
1617,2025-03-10,D16,Multivitamin Gummies,Supplements,500
1618,2025-05-27,D08,Sunscreen SPF50,Skincare,800
1618,2025-05-27,D06,Hand Sanitizer,Hygiene,150
1619,2025-04-03,D05,Vitamin C Tablets,Supplements,400
1620,2025-06-02,D14,Baby Lotion,Baby Care,350
1620,2025-06-02,D04,Tissues,Cold Remedy,100
1621,2025-06-14,D11,Eye Drops,Vision,250
1622,2025-02-04,D03,Cold & Flu Syrup,Cold Remedy,350
1622,2025-02-04,D16,Multivitamin Gummies,Supplements,500
1622,2025-02-04,D12,Bandages,First Aid,150
1622,2025-02-04,D02,Ibuprofen,Pain Relief,150
1623,2025-05-19,D14,Baby Lotion,Baby Care,350
1623,2025-05-19,D15,Baby Diapers,Baby Care,1200
1624,2025-05-30,D14,Baby Lotion,Baby Care,350
1625,2025-03-27,D12,Bandages,First Aid,150
1625,2025-03-27,D13,Antiseptic Cream,First Aid,200
1626,2025-03-22,D13,Antiseptic Cream,First Aid,200
1626,2025-03-22,D04,Tissues,Cold Remedy,100
1626,2025-03-22,D11,Eye Drops,Vision,250
1627,2025-04-30,D04,Tissues,Cold Remedy,100
1627,2025-04-30,D05,Vitamin C Tablets,Supplements,400
1628,2025-05-01,D11,Eye Drops,Vision,250
1628,2025-05-01,D12,Bandages,First Aid,150
1628,2025-05-01,D16,Multivitamin Gummies,Supplements,500
1629,2025-02-07,D05,Vitamin C Tablets,Supplements,400
1629,2025-02-07,D16,Multivitamin Gummies,Supplements,500
1630,2025-03-12,D12,Bandages,First Aid,150
1630,2025-03-12,D13,Antiseptic Cream,First Aid,200
1631,2025-03-11,D05,Vitamin C Tablets,Supplements,400
1631,2025-03-11,D16,Multivitamin Gummies,Supplements,500
1632,2025-02-08,D10,Reading Glasses,Vision,600
1632,2025-02-08,D17,Reading Puzzle Book,Stationery/Leisure,300
1632,2025-02-08,D11,Eye Drops,Vision,250
1633,2025-06-23,D05,Vitamin C Tablets,Supplements,400
1633,2025-06-23,D02,Ibuprofen,Pain Relief,150
1633,2025-06-23,D01,Paracetamol,Pain Relief,100
1634,2025-05-10,D10,Reading Glasses,Vision,600
1635,2025-06-23,D10,Reading Glasses,Vision,600
1635,2025-06-23,D17,Reading Puzzle Book,Stationery/Leisure,300
1635,2025-06-23,D03,Cold & Flu Syrup,Cold Remedy,350
1636,2025-03-18,D08,Sunscreen SPF50,Skincare,800
1636,2025-03-18,D09,Aloe Vera Gel,Skincare,350
1637,2025-04-23,D04,Tissues,Cold Remedy,100
1637,2025-04-23,D05,Vitamin C Tablets,Supplements,400
1637,2025-04-23,D03,Cold & Flu Syrup,Cold Remedy,350
1637,2025-04-23,D15,Baby Diapers,Baby Care,1200
1638,2025-05-07,D04,Tissues,Cold Remedy,100
1638,2025-05-07,D05,Vitamin C Tablets,Supplements,400
1638,2025-05-07,D10,Reading Glasses,Vision,600
1638,2025-05-07,D03,Cold & Flu Syrup,Cold Remedy,350
1639,2025-03-26,D13,Antiseptic Cream,First Aid,200
1640,2025-05-28,D04,Tissues,Cold Remedy,100
1640,2025-05-28,D02,Ibuprofen,Pain Relief,150
1640,2025-05-28,D13,Antiseptic Cream,First Aid,200
1641,2025-01-30,D06,Hand Sanitizer,Hygiene,150
1641,2025-01-30,D07,Face Masks,Hygiene,200
1642,2025-04-03,D03,Cold & Flu Syrup,Cold Remedy,350
1642,2025-04-03,D04,Tissues,Cold Remedy,100
1643,2025-02-04,D05,Vitamin C Tablets,Supplements,400
1643,2025-02-04,D16,Multivitamin Gummies,Supplements,500
1644,2025-01-19,D15,Baby Diapers,Baby Care,1200
1645,2025-02-15,D05,Vitamin C Tablets,Supplements,400
1646,2025-03-26,D11,Eye Drops,Vision,250
1646,2025-03-26,D04,Tissues,Cold Remedy,100
1646,2025-03-26,D16,Multivitamin Gummies,Supplements,500
1646,2025-03-26,D10,Reading Glasses,Vision,600
1647,2025-06-29,D10,Reading Glasses,Vision,600
1648,2025-05-26,D14,Baby Lotion,Baby Care,350
1648,2025-05-26,D15,Baby Diapers,Baby Care,1200
1649,2025-06-12,D01,Paracetamol,Pain Relief,100
1650,2025-02-11,D13,Antiseptic Cream,First Aid,200
1651,2025-06-26,D05,Vitamin C Tablets,Supplements,400
1651,2025-06-26,D16,Multivitamin Gummies,Supplements,500
1652,2025-02-09,D11,Eye Drops,Vision,250
1652,2025-02-09,D17,Reading Puzzle Book,Stationery/Leisure,300
1653,2025-01-15,D14,Baby Lotion,Baby Care,350
1653,2025-01-15,D15,Baby Diapers,Baby Care,1200
1654,2025-04-11,D03,Cold & Flu Syrup,Cold Remedy,350
1654,2025-04-11,D04,Tissues,Cold Remedy,100
1654,2025-04-11,D05,Vitamin C Tablets,Supplements,400
1654,2025-04-11,D14,Baby Lotion,Baby Care,350
1655,2025-03-21,D08,Sunscreen SPF50,Skincare,800
1655,2025-03-21,D14,Baby Lotion,Baby Care,350
1655,2025-03-21,D07,Face Masks,Hygiene,200
1656,2025-02-08,D03,Cold & Flu Syrup,Cold Remedy,350
1656,2025-02-08,D04,Tissues,Cold Remedy,100
1657,2025-03-29,D06,Hand Sanitizer,Hygiene,150
1657,2025-03-29,D07,Face Masks,Hygiene,200
1658,2025-06-24,D04,Tissues,Cold Remedy,100
1659,2025-01-10,D06,Hand Sanitizer,Hygiene,150
1659,2025-01-10,D07,Face Masks,Hygiene,200
1659,2025-01-10,D12,Bandages,First Aid,150
1660,2025-05-19,D03,Cold & Flu Syrup,Cold Remedy,350
1660,2025-05-19,D04,Tissues,Cold Remedy,100
1661,2025-02-20,D14,Baby Lotion,Baby Care,350
1661,2025-02-20,D12,Bandages,First Aid,150
1661,2025-02-20,D11,Eye Drops,Vision,250
1662,2025-02-14,D05,Vitamin C Tablets,Supplements,400
1662,2025-02-14,D01,Paracetamol,Pain Relief,100
1662,2025-02-14,D15,Baby Diapers,Baby Care,1200
1663,2025-04-28,D08,Sunscreen SPF50,Skincare,800
1663,2025-04-28,D09,Aloe Vera Gel,Skincare,350
1663,2025-04-28,D01,Paracetamol,Pain Relief,100
1664,2025-06-07,D08,Sunscreen SPF50,Skincare,800
1665,2025-06-13,D12,Bandages,First Aid,150
1665,2025-06-13,D13,Antiseptic Cream,First Aid,200
1666,2025-03-30,D14,Baby Lotion,Baby Care,350
1667,2025-06-10,D06,Hand Sanitizer,Hygiene,150
1667,2025-06-10,D08,Sunscreen SPF50,Skincare,800
1668,2025-02-22,D14,Baby Lotion,Baby Care,350
1668,2025-02-22,D15,Baby Diapers,Baby Care,1200
1669,2025-02-20,D10,Reading Glasses,Vision,600
1670,2025-01-12,D03,Cold & Flu Syrup,Cold Remedy,350
1670,2025-01-12,D04,Tissues,Cold Remedy,100
1671,2025-03-04,D03,Cold & Flu Syrup,Cold Remedy,350
1671,2025-03-04,D04,Tissues,Cold Remedy,100
1671,2025-03-04,D05,Vitamin C Tablets,Supplements,400
1672,2025-01-28,D12,Bandages,First Aid,150
1672,2025-01-28,D08,Sunscreen SPF50,Skincare,800
1673,2025-06-07,D04,Tissues,Cold Remedy,100
1674,2025-04-12,D14,Baby Lotion,Baby Care,350
1674,2025-04-12,D15,Baby Diapers,Baby Care,1200
1675,2025-05-15,D05,Vitamin C Tablets,Supplements,400
1675,2025-05-15,D16,Multivitamin Gummies,Supplements,500
1676,2025-04-25,D01,Paracetamol,Pain Relief,100
1676,2025-04-25,D17,Reading Puzzle Book,Stationery/Leisure,300
1676,2025-04-25,D03,Cold & Flu Syrup,Cold Remedy,350
1676,2025-04-25,D13,Antiseptic Cream,First Aid,200
1677,2025-01-26,D15,Baby Diapers,Baby Care,1200
1677,2025-01-26,D12,Bandages,First Aid,150
1678,2025-06-08,D04,Tissues,Cold Remedy,100
1678,2025-06-08,D03,Cold & Flu Syrup,Cold Remedy,350
1678,2025-06-08,D05,Vitamin C Tablets,Supplements,400
1678,2025-06-08,D16,Multivitamin Gummies,Supplements,500
1679,2025-05-23,D14,Baby Lotion,Baby Care,350
1679,2025-05-23,D15,Baby Diapers,Baby Care,1200
1680,2025-05-28,D12,Bandages,First Aid,150
1680,2025-05-28,D13,Antiseptic Cream,First Aid,200
1681,2025-03-25,D11,Eye Drops,Vision,250
1681,2025-03-25,D14,Baby Lotion,Baby Care,350
1681,2025-03-25,D17,Reading Puzzle Book,Stationery/Leisure,300
1682,2025-04-23,D03,Cold & Flu Syrup,Cold Remedy,350
1682,2025-04-23,D04,Tissues,Cold Remedy,100
1682,2025-04-23,D05,Vitamin C Tablets,Supplements,400
1683,2025-02-18,D05,Vitamin C Tablets,Supplements,400
1683,2025-02-18,D16,Multivitamin Gummies,Supplements,500
1684,2025-06-06,D03,Cold & Flu Syrup,Cold Remedy,350
1684,2025-06-06,D04,Tissues,Cold Remedy,100
1685,2025-06-09,D11,Eye Drops,Vision,250
1685,2025-06-09,D06,Hand Sanitizer,Hygiene,150
1685,2025-06-09,D13,Antiseptic Cream,First Aid,200
1685,2025-06-09,D16,Multivitamin Gummies,Supplements,500
1686,2025-02-24,D17,Reading Puzzle Book,Stationery/Leisure,300
1687,2025-01-08,D03,Cold & Flu Syrup,Cold Remedy,350
1687,2025-01-08,D04,Tissues,Cold Remedy,100
1688,2025-01-22,D05,Vitamin C Tablets,Supplements,400
1688,2025-01-22,D16,Multivitamin Gummies,Supplements,500
1689,2025-05-23,D06,Hand Sanitizer,Hygiene,150
1689,2025-05-23,D07,Face Masks,Hygiene,200
1689,2025-05-23,D15,Baby Diapers,Baby Care,1200
1690,2025-05-29,D02,Ibuprofen,Pain Relief,150
1690,2025-05-29,D08,Sunscreen SPF50,Skincare,800
1690,2025-05-29,D04,Tissues,Cold Remedy,100
1690,2025-05-29,D01,Paracetamol,Pain Relief,100
1691,2025-05-07,D05,Vitamin C Tablets,Supplements,400
1691,2025-05-07,D16,Multivitamin Gummies,Supplements,500
1692,2025-01-06,D14,Baby Lotion,Baby Care,350
1692,2025-01-06,D15,Baby Diapers,Baby Care,1200
1693,2025-05-01,D17,Reading Puzzle Book,Stationery/Leisure,300
1694,2025-06-16,D03,Cold & Flu Syrup,Cold Remedy,350
1694,2025-06-16,D04,Tissues,Cold Remedy,100
1694,2025-06-16,D05,Vitamin C Tablets,Supplements,400
1695,2025-01-09,D05,Vitamin C Tablets,Supplements,400
1695,2025-01-09,D16,Multivitamin Gummies,Supplements,500
1696,2025-02-08,D14,Baby Lotion,Baby Care,350
1697,2025-05-10,D02,Ibuprofen,Pain Relief,150
1697,2025-05-10,D11,Eye Drops,Vision,250
1698,2025-03-10,D05,Vitamin C Tablets,Supplements,400
1698,2025-03-10,D16,Multivitamin Gummies,Supplements,500
1699,2025-01-02,D11,Eye Drops,Vision,250
1700,2025-05-15,D05,Vitamin C Tablets,Supplements,400
1700,2025-05-15,D16,Multivitamin Gummies,Supplements,500
1701,2025-05-31,D08,Sunscreen SPF50,Skincare,800
1701,2025-05-31,D09,Aloe Vera Gel,Skincare,350
1702,2025-02-26,D14,Baby Lotion,Baby Care,350
1702,2025-02-26,D15,Baby Diapers,Baby Care,1200
1703,2025-02-04,D03,Cold & Flu Syrup,Cold Remedy,350
1703,2025-02-04,D11,Eye Drops,Vision,250
1703,2025-02-04,D10,Reading Glasses,Vision,600
1703,2025-02-04,D09,Aloe Vera Gel,Skincare,350
1704,2025-02-26,D15,Baby Diapers,Baby Care,1200
1704,2025-02-26,D14,Baby Lotion,Baby Care,350
1704,2025-02-26,D08,Sunscreen SPF50,Skincare,800
1704,2025-02-26,D12,Bandages,First Aid,150
1705,2025-03-08,D12,Bandages,First Aid,150
1705,2025-03-08,D05,Vitamin C Tablets,Supplements,400
1705,2025-03-08,D16,Multivitamin Gummies,Supplements,500
1705,2025-03-08,D06,Hand Sanitizer,Hygiene,150
1706,2025-02-25,D14,Baby Lotion,Baby Care,350
1706,2025-02-25,D15,Baby Diapers,Baby Care,1200
1707,2025-06-11,D12,Bandages,First Aid,150
1707,2025-06-11,D13,Antiseptic Cream,First Aid,200
1708,2025-01-22,D03,Cold & Flu Syrup,Cold Remedy,350
1708,2025-01-22,D05,Vitamin C Tablets,Supplements,400
1708,2025-01-22,D08,Sunscreen SPF50,Skincare,800
1709,2025-06-22,D16,Multivitamin Gummies,Supplements,500
1710,2025-06-28,D14,Baby Lotion,Baby Care,350
1711,2025-03-24,D03,Cold & Flu Syrup,Cold Remedy,350
1711,2025-03-24,D04,Tissues,Cold Remedy,100
1711,2025-03-24,D05,Vitamin C Tablets,Supplements,400
1712,2025-03-23,D08,Sunscreen SPF50,Skincare,800
1712,2025-03-23,D09,Aloe Vera Gel,Skincare,350
1713,2025-01-14,D06,Hand Sanitizer,Hygiene,150
1713,2025-01-14,D07,Face Masks,Hygiene,200
1714,2025-02-05,D05,Vitamin C Tablets,Supplements,400
1714,2025-02-05,D16,Multivitamin Gummies,Supplements,500
1715,2025-06-22,D05,Vitamin C Tablets,Supplements,400
1716,2025-02-09,D11,Eye Drops,Vision,250
1716,2025-02-09,D04,Tissues,Cold Remedy,100
1717,2025-06-01,D10,Reading Glasses,Vision,600
1717,2025-06-01,D17,Reading Puzzle Book,Stationery/Leisure,300
1718,2025-05-22,D13,Antiseptic Cream,First Aid,200
1719,2025-03-17,D04,Tissues,Cold Remedy,100
1719,2025-03-17,D16,Multivitamin Gummies,Supplements,500
1719,2025-03-17,D01,Paracetamol,Pain Relief,100
1720,2025-05-20,D12,Bandages,First Aid,150
1720,2025-05-20,D13,Antiseptic Cream,First Aid,200
1721,2025-03-11,D14,Baby Lotion,Baby Care,350
1721,2025-03-11,D15,Baby Diapers,Baby Care,1200
1722,2025-01-22,D05,Vitamin C Tablets,Supplements,400
1722,2025-01-22,D16,Multivitamin Gummies,Supplements,500
1723,2025-01-02,D08,Sunscreen SPF50,Skincare,800
1724,2025-02-10,D06,Hand Sanitizer,Hygiene,150
1724,2025-02-10,D07,Face Masks,Hygiene,200
1725,2025-06-19,D12,Bandages,First Aid,150
1725,2025-06-19,D13,Antiseptic Cream,First Aid,200
1726,2025-04-01,D06,Hand Sanitizer,Hygiene,150
1726,2025-04-01,D07,Face Masks,Hygiene,200
1727,2025-01-29,D10,Reading Glasses,Vision,600
1727,2025-01-29,D17,Reading Puzzle Book,Stationery/Leisure,300
1728,2025-03-19,D13,Antiseptic Cream,First Aid,200
1728,2025-03-19,D16,Multivitamin Gummies,Supplements,500
1728,2025-03-19,D14,Baby Lotion,Baby Care,350
1728,2025-03-19,D08,Sunscreen SPF50,Skincare,800
1729,2025-03-25,D10,Reading Glasses,Vision,600
1729,2025-03-25,D17,Reading Puzzle Book,Stationery/Leisure,300
1729,2025-03-25,D11,Eye Drops,Vision,250
1730,2025-05-14,D10,Reading Glasses,Vision,600
1730,2025-05-14,D02,Ibuprofen,Pain Relief,150
1730,2025-05-14,D13,Antiseptic Cream,First Aid,200
1731,2025-06-26,D05,Vitamin C Tablets,Supplements,400
1731,2025-06-26,D17,Reading Puzzle Book,Stationery/Leisure,300
1731,2025-06-26,D15,Baby Diapers,Baby Care,1200
1732,2025-06-03,D07,Face Masks,Hygiene,200
1733,2025-06-13,D12,Bandages,First Aid,150
1733,2025-06-13,D13,Antiseptic Cream,First Aid,200
1734,2025-06-03,D02,Ibuprofen,Pain Relief,150
1734,2025-06-03,D09,Aloe Vera Gel,Skincare,350
1734,2025-06-03,D14,Baby Lotion,Baby Care,350
1734,2025-06-03,D04,Tissues,Cold Remedy,100
1735,2025-02-14,D08,Sunscreen SPF50,Skincare,800
1735,2025-02-14,D09,Aloe Vera Gel,Skincare,350
1736,2025-04-30,D05,Vitamin C Tablets,Supplements,400
1736,2025-04-30,D16,Multivitamin Gummies,Supplements,500
1737,2025-03-04,D03,Cold & Flu Syrup,Cold Remedy,350
